descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,6010,3.98618227848e-06,4,3.68107e-05,maxfevals,-3.79909819779,3.55145691784,3.1633727712,-4.26667332504,1.5189037264,4.12267070304,3.19697163333,1.76216129805,1.85182599152,-1.03902977731
1,6010,0.000172982115799,2,0.00360611,maxfevals,4.21873982633,-3.63432440187,4.38373733022,-3.8984679214,0.389540124668,-2.4311175258,1.7495060312,-3.34145299218,3.99735852129,-2.3990795554
2,6010,3.37940366535e-06,4,3.18791e-05,maxfevals,-3.79909582874,3.5514508108,3.16338326981,-4.26667119619,1.51891199448,4.12268037117,3.19697492524,1.76216210779,1.85179947957,-1.03902450164
3,6010,6.28947381642e-06,4,5.0612e-05,maxfevals,-3.7990990462,3.55145455822,3.16337495775,-4.26666600315,1.51890087548,4.1226647003,3.1969730969,1.76216028771,1.85182931908,-1.03904151902
4,4210,3.92077481592e-11,9,7.84266e-12,tolxstagnation,3.99971020399,1.47044772203,-2.21053311916,-3.16758353405,-0.540381588702,2.81927834782,2.48547126202,-2.7951179465,-4.35047915298,0.614147879851
5,6010,0.00021986499145,2,0.00407709,maxfevals,4.21930263408,-3.63444930897,4.38198533337,-3.89797880744,0.391287076853,-2.43421392167,1.75028884266,-3.34063537213,3.99703517366,-2.40424832893
6,6010,6.49182112511e-08,5,2.55389e-07,maxfevals,3.57975637029,-3.21218607872,-3.31902824466,-0.488494168129,-2.01330212844,-1.664294203,-3.3721776312,-1.36046997436,-3.24063557148,-3.22002768384
7,6010,4.35638034446e-06,4,3.86014e-05,maxfevals,-3.79910082762,3.55145626223,3.16336834698,-4.26667535807,1.51890229049,4.12267127885,3.19696907727,1.76216192778,1.85183081466,-1.03902786252
8,6010,4.27987474438e-05,1,0.000492002,maxfevals,3.64630026826,-3.98032462819,-3.99756100674,-2.06004184972,4.02319230086,4.39434700456,-4.19347213893,4.44351578301,-3.94336151748,0.306704498074
9,6010,5.79560595781e-06,4,4.7574e-05,maxfevals,-3.79908633391,3.55145445835,3.16337761743,-4.26669259328,1.51890671241,4.12270261881,3.19697444956,1.76216396059,1.85182681481,-1.03896033597
10,6010,0.000131298968711,6,0.0018634,maxfevals,3.97495108113,-3.18778725793,0.440242990084,1.56242080715,2.81158265877,2.15171587711,-2.65154114301,3.58099188611,-3.96048176564,-0.772696731337
11,6010,9.95268381416e-05,2,0.00269993,maxfevals,4.21945162115,-3.63349282342,4.38273333495,-3.89904490002,0.390065171746,-2.43241658921,1.74906324172,-3.34088338489,4.00056132239,-2.39973352315
12,6010,2.48565861227e-06,4,2.38192e-05,maxfevals,-3.79909146213,3.55144920746,3.16338839013,-4.26666927488,1.51890938088,4.12268141748,3.19697971578,1.76216132172,1.85180482068,-1.03901609299
13,6010,0.000153866612195,2,0.00343519,maxfevals,4.21917785943,-3.63441545856,4.38211093811,-3.89798420313,0.391089111701,-2.4340264157,1.75015237171,-3.34086180722,3.99737765321,-2.40385349312
14,6010,3.06287859075e-06,4,3.02326e-05,maxfevals,-3.79908598608,3.55145252161,3.1633834416,-4.26668632737,1.51890926062,4.1226982697,3.19698040705,1.76216358181,1.85181130546,-1.0389763318
15,6010,6.77158597284e-06,4,5.31037e-05,maxfevals,-3.79910522134,3.55145728335,3.16336531626,-4.26667286695,1.5189023411,4.12266649571,3.19696495211,1.76216063043,1.85183053616,-1.03904090666
16,6010,5.59361187413e-06,4,4.55174e-05,maxfevals,-3.79908284829,3.55144990239,3.16338663682,-4.26668173965,1.51890291755,4.12269943379,3.19697622187,1.76216092719,1.85183482381,-1.03896260064
17,6010,4.35599321236e-06,4,3.89832e-05,maxfevals,-3.79908532101,3.55145201121,3.16338511868,-4.26668770566,1.51891237784,4.12270287403,3.1969794451,1.76216369762,1.85180679495,-1.03897018705
18,6010,3.10969454631e-08,5,1.41638e-07,maxfevals,3.57975645246,-3.21218607518,-3.31902815329,-0.48849423636,-2.01330219923,-1.6642940833,-3.37217767065,-1.36046990028,-3.24063541704,-3.22002740435
19,6010,5.38542978745e-06,4,4.56116e-05,maxfevals,-3.79908248115,3.55144515724,3.16339375863,-4.26668082803,1.51891035793,4.12270478876,3.19698337806,1.76216164464,1.85180730483,-1.03896493234
20,6010,6.93988667422e-07,4,6.06103e-06,maxfevals,-3.79909371398,3.55145309345,3.16337819367,-4.26667896893,1.51890790958,4.12268573138,3.19697333949,1.76216279262,1.85181621049,-1.03900346338
21,6010,0.00011034928832,2,0.00284285,maxfevals,4.21878562012,-3.63319930101,4.38318626319,-3.89914985628,0.389863469601,-2.43164197466,1.74982278107,-3.34220439983,3.99998298788,-2.39956560196
22,6010,0.000157876927616,2,0.00345843,maxfevals,4.21877759966,-3.63425357014,4.38359445998,-3.89849094089,0.389843407365,-2.43108524803,1.74923510401,-3.34147097771,3.99729799375,-2.39922881656
23,6010,2.23289049472e-08,5,1.07607e-07,maxfevals,3.57975644306,-3.21218605681,-3.31902817692,-0.488494240037,-2.013302175,-1.66429410959,-3.37217767001,-1.36046991409,-3.24063538064,-3.22002743182
24,6010,3.7683420544e-06,4,3.53922e-05,maxfevals,-3.79909875824,3.55145265955,3.16337644777,-4.2666690297,1.51890391407,4.12267229706,3.19696903541,1.76216065657,1.85182548516,-1.03902863884
25,6010,0.000151815780157,2,0.00334056,maxfevals,4.21881554355,-3.63374751649,4.38354124365,-3.89890221954,0.389644037954,-2.43136492763,1.75013344922,-3.3415972918,3.99703783484,-2.39955896639
26,6010,0.000150388776817,2,0.00336396,maxfevals,4.21885216741,-3.63330341784,4.38327568685,-3.89911304774,0.389804178837,-2.43140869666,1.74936634882,-3.34205802276,4.00026501562,-2.39904816685
27,6010,7.61993213416e-06,4,5.69727e-05,maxfevals,-3.79910289061,3.55145513742,3.16337012358,-4.26666683652,1.51890091746,4.1226626773,3.19696545267,1.76216031597,1.85183615463,-1.03904317747
28,6010,4.76324962051e-06,4,4.15236e-05,maxfevals,-3.79908568765,3.551451936,3.16338390938,-4.26668924257,1.51891308794,4.12270428066,3.19697859484,1.76216519338,1.85180352055,-1.03896947491
29,6010,4.97893498164e-06,4,4.25868e-05,maxfevals,-3.79909696588,3.55145064908,3.16338291087,-4.26666830902,1.5189120157,4.12267657262,3.19697515735,1.76216246713,1.85179712674,-1.03903473946
30,6010,6.22688675378e-06,4,4.91217e-05,maxfevals,-3.79910053898,3.55145899859,3.16336907706,-4.26667350026,1.51890175468,4.12266504986,3.19697107224,1.76216249886,1.85182703335,-1.03903965944
31,6010,5.9665880201e-06,4,4.89683e-05,maxfevals,-3.79909731969,3.55144907527,3.16338704259,-4.26666190218,1.51891058072,4.12267281546,3.19697342877,1.76216027047,1.85180086274,-1.03904063607
32,6010,4.17008443776e-06,4,3.7792e-05,maxfevals,-3.79908467026,3.55144974247,3.16338936264,-4.26668331524,1.51891203561,4.12270235611,3.19697819095,1.76216298624,1.85180667026,-1.03897118619
33,3670,8.78515038494e-11,9,1.75703e-11,tolxstagnation,3.999710204,1.47044772203,-2.21053311915,-3.16758353406,-0.540381588698,2.81927834782,2.48547126201,-2.7951179465,-4.35047915299,0.61414787985
34,6010,4.73320017136e-06,4,4.12106e-05,maxfevals,-3.79908488035,3.5514486578,3.16338772456,-4.2666857867,1.51890978532,4.12270271341,3.19698259418,1.76216197758,1.85180968806,-1.03896667098
35,6010,3.38629888574e-08,5,1.52035e-07,maxfevals,3.57975645536,-3.21218606209,-3.31902816005,-0.488494250203,-2.01330219434,-1.66429408785,-3.37217766542,-1.36046990238,-3.24063539143,-3.22002739331
36,6010,0.000207063033699,2,0.00393283,maxfevals,4.2195534935,-3.63316885767,4.3829697072,-3.89953464959,0.389755477866,-2.43193498798,1.74947803234,-3.34087004116,4.00092533443,-2.39865866517
37,6010,0.000403247616433,0,0.013639,maxfevals,1.52609824839,1.77666385909,-2.28742821594,1.58136460034,0.733050399694,2.50633372459,-2.0184848548,-0.428609096014,-1.26828718927,-1.00267765611
38,6010,5.63546632293e-06,4,4.67592e-05,maxfevals,-3.79909741225,3.55145439436,3.1633807854,-4.26667034752,1.51891126355,4.12267260507,3.19697787523,1.76216164933,1.85179783456,-1.03903940107
39,6010,0.000150487100839,2,0.00336827,maxfevals,4.21949305705,-3.63391219816,4.38294295857,-3.89909420747,0.389979064539,-2.4320678947,1.74908397292,-3.3401443287,3.99756925096,-2.39905748994
40,6010,5.06385215715e-06,4,4.35488e-05,maxfevals,-3.79910062849,3.55145680336,3.16337048328,-4.26667282836,1.51890184014,4.12266766466,3.19697205846,1.76216005461,1.85182995409,-1.03903388648
41,6010,6.22227672409e-06,4,4.96614e-05,maxfevals,-3.79908854217,3.55145537085,3.16337208224,-4.26669457763,1.5189027352,4.1226993962,3.19697595614,1.76216233114,1.85183681038,-1.0389618355
42,6010,5.37018827629e-06,4,4.44059e-05,maxfevals,-3.79909539639,3.55145440363,3.1633844096,-4.26666936349,1.5189131765,4.12267429836,3.1969760421,1.76216316847,1.85179566134,-1.03903547958
43,6010,4.8815729059e-06,4,4.03762e-05,maxfevals,-3.79910264065,3.55145127124,3.16337190712,-4.26667095427,1.51890609823,4.12267289804,3.19696739009,1.762162378,1.85181893158,-1.03903414885
44,6010,0.00011099888394,6,0.00172244,maxfevals,3.9748696284,-3.18799155895,0.440289442437,1.56264580337,2.81159000579,2.15169624161,-2.65178759453,3.58104280026,-3.9603797168,-0.77273220364
45,3780,3.67919028577e-11,9,7.35801e-12,tolxstagnation,3.99971020399,1.47044772203,-2.21053311916,-3.16758353405,-0.540381588702,2.81927834782,2.48547126202,-2.7951179465,-4.35047915299,0.614147879845
46,6010,3.27703020275e-08,5,1.44745e-07,maxfevals,3.57975638116,-3.21218605451,-3.31902823678,-0.488494195155,-2.01330213561,-1.66429418613,-3.37217766863,-1.36046995844,-3.24063549667,-3.22002760688
47,6010,3.21244567658e-06,4,2.91498e-05,maxfevals,-3.79908470353,3.55144745781,3.16339266886,-4.26667714101,1.51891045239,4.1226962867,3.19698400994,1.76216172898,1.85180453963,-1.0389830208
48,6010,3.85472272058e-06,4,3.55071e-05,maxfevals,-3.79909734431,3.5514528117,3.16337953931,-4.26667362552,1.51891223575,4.1226787506,3.19697565371,1.76216313054,1.8517984388,-1.0390282686
49,6010,8.21854513333e-06,4,6.03543e-05,maxfevals,-3.79909956535,3.5514525758,3.1633827179,-4.26666374343,1.51890982742,4.12266712207,3.19697611025,1.76215948562,1.85179866387,-1.03905215656
50,6010,4.78927992731e-06,4,4.15599e-05,maxfevals,-3.7990869156,3.5514497202,3.16338518708,-4.26668767165,1.51891376049,4.12270486272,3.19697799732,1.762164093,1.8518020723,-1.03896987697
51,6010,5.10838734158e-06,4,4.3059e-05,maxfevals,-3.79910079347,3.55145819155,3.16336790633,-4.26667634229,1.51890366564,4.12266802389,3.19697197398,1.76216270749,1.85182553951,-1.03903417719
52,6010,6.34743740591e-06,4,5.04186e-05,maxfevals,-3.79908255709,3.5514446898,3.16339141072,-4.26668326686,1.51890695106,4.12270493189,3.19698576497,1.76216084643,1.85181641107,-1.03895783511
53,6010,0.000390678353199,3,0.0172692,maxfevals,1.26456365878,1.21729102017,-1.33435764484,-4.10838182201,-1.07940581352,-2.66918044069,3.04298607451,4.01409188311,-1.09734503273,-0.052186163149
54,6010,0.000133445033669,2,0.00318142,maxfevals,4.21853796,-3.63387514111,4.38233439693,-3.89790047227,0.390886736823,-2.43352402958,1.74995343821,-3.34266549877,4.00043343918,-2.40371983333
55,6010,5.02682279091e-06,4,4.26566e-05,maxfevals,-3.79909734102,3.55144779484,3.16338678486,-4.26666209597,1.51890830761,4.12267408616,3.19697448278,1.76215868698,1.85180607014,-1.03903541817
