descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,2.49315235124e-10,9,1.16557e-10,taboo,1,-2.88915768636,1.23938188287,3.00918043257,-2.34888604027,3.77587985574
1,,1.64622379625,3,0.448715,taboo,1,2.62569596158,0.188894221342,1.08782616985,-4.0650019964,-1.8822240101
2,,2.31685106105,3,0.653856,taboo,1,2.16177606586,0.28158823302,1.50736137742,-4.09101813496,-2.36010674203
3,,3.22291303148,8,1.34812,taboo,1,-0.803431281777,0.0676763853426,3.82468884663,1.72783075559,0.649415956673
4,,3.22307403538,8,1.3481,taboo,1,-1.30157920481,0.318300638589,3.44021651592,2.36433798711,0.437855088362
5,,2.31687840679,8,0.934992,taboo,1,-0.239308958629,-0.380560609605,3.30691689145,2.06984640251,0.718898683433
6,,1.64622365878,4,0.536579,taboo,1,-2.83872858416,-1.89692851535,0.139505737862,-1.83319142475,3.84207627637
7,,2.67391442321e-10,0,6.11254e-11,taboo,5,-1.97126453288,2.97183417208,-0.117328218334,-1.52649683859,3.37524497871
8,,1.64622650797,0,0.375238,taboo,1,-2.34007285746,2.99689913042,-0.155829312155,-1.53855859936,3.32496672433
9,,2.31684889228,4,0.78189,taboo,1,-2.16571542741,-1.61979893715,0.189608199061,-1.22843613384,3.87787540748
10,,2.23508322961e-10,4,7.30712e-11,taboo,7,-2.35661029707,-2.0867105252,0.25839081029,-1.82077697227,3.91400629908
11,,1.64622606578,0,0.375238,taboo,1,-1.92927087405,3.18867677548,-0.0334860523147,-1.72051300611,3.15764985862
12,,2.20609308599e-10,7,3.50181e-11,taboo,25,-2.83985524567,1.11773801514,2.23410419521,-1.73155190071,-1.81552717238
13,,2.40277131525e-10,3,6.56828e-11,taboo,14,2.61261411355,0.195396990738,1.53600338103,-4.0570664774,-1.89656539035
14,,2.81480777592,8,1.1592,taboo,1,-0.547568603311,0.473419671733,2.82516833983,1.76020080566,0.293767388189
15,,2.25384155783e-10,1,2.67901e-11,taboo,6,-4.2252994142,-3.41792015736,3.64889999715,3.16177546869,-1.24705824296
16,,1.64622393208,1,0.219441,taboo,1,-4.24881941851,-3.38214867459,3.54904986047,3.34183142796,-1.18435911455
17,,2.31684899527,2,1.33701,taboo,1,1.84394948514,-3.27244169779,-4.27839725649,1.85934335108,-2.42759129855
18,,2.46245690505e-10,5,2.75313e-11,taboo,14,4.05922875638,4.23702127376,-2.22143113768,2.07220106609,-2.15725293962
19,,1.6462240089,7,0.26241,taboo,1,-3.10089252293,1.13962036898,2.22806712311,-1.74490713768,-1.8205150678
20,,1.64622492525,7,0.26241,taboo,1,-2.82792327966,1.10096211516,2.2344543112,-1.99314550924,-1.81357460467
21,,1.64622473985,7,0.26241,taboo,1,-2.83456672765,1.11178790039,1.97214721001,-1.73118125606,-1.80233662268
22,,1.64622363341,4,0.536579,taboo,1,-2.4272553933,-2.34675545878,-0.0558439340654,-1.61299502766,4.18490497491
23,,2.31696279365,8,0.934979,taboo,1,-0.727920232151,-0.134743430825,2.92981725654,2.69415911668,0.511384406537
24,,1.64624133867,8,0.641646,taboo,1,-0.365623845331,0.259368696293,2.88447300763,2.6472357079,0.128460150001
25,,1.52795109898e-10,8,5.97277e-11,taboo,12,0.0152809059512,0.267469149789,3.31095690172,2.61645121122,0.417803142585
26,,1.64623879015,8,0.641647,taboo,2,-0.325111735373,-0.11479208906,3.36753419951,2.66108576779,0.797969310342
27,,2.46245690505e-10,6,4.70724e-11,taboo,7,2.11496040523,2.30832641811,3.51340132224,-1.48619274756,3.31475391551
28,,7.5544903666e-11,1,9.98375e-12,final,0,-4.22529941421,-3.41792015737,3.64889999715,3.16177546872,-1.24705824297
