descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,0,2,5.30018e-09,taboo,80,-0.130660952209,1.56565115957,-2.41739449458,-2.57775354863,1.38537326594
1,,0,14,4.47171e-09,taboo,6,1.34585699595,0.654956846734,0.965818937126,-2.42733680938,-0.775075203575
2,,0,18,1.11159e-09,taboo,6,-0.285458816074,2.07047849917,0.899766959379,-0.211316536641,2.84172220147
3,,0,4,4.0262e-09,taboo,1,-2.20269203383,-3.19595567039,0.62682521587,-3.21723401392,-0.504538493346
4,,0,16,2.91536e-09,taboo,10,-2.69784331163,-2.21958737617,0.192992870738,0.125263832596,-2.14277770724
5,,0,8,3.40241e-09,taboo,14,1.41978095513,1.62037442118,-3.49829545565,2.86273630558,-0.726850411267
6,,1.42108547152e-14,7,3.36561e-09,taboo,2,-4.01127190668,-0.84442630188,-1.90393421543,-3.0896467421,-2.034965085
7,,0,0,5.86299e-09,taboo,23,-3.93127896363,-0.217005311328,1.53052353351,2.42424514557,0.576680368077
8,,0,19,4.08649e-09,taboo,6,2.62290860501,-4.03745515027,0.386866271028,3.09462142063,0.844616898205
9,,0,6,4.05252e-09,taboo,1,3.19901334401,-0.502501732232,2.3304757234,2.96143613078,4.09901388142
10,,0,3,3.95498e-09,taboo,2,4.15097110985,1.97464980201,3.48873179243,2.6641311192,-3.80861770834
11,,0,2,8.88515e-09,final,0,-0.130660952686,1.5656511515,-2.41739448962,-2.5777535438,1.38537326639
