descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,2.17426077143e-11,17,4.17648e-11,taboo,22,-2.63829310202,1.53994394591,-2.0241055554,-0.390958585181,2.92883901196
1,,1.38172140396e-10,0,2.76335e-11,taboo,10,-0.481194528084,-2.03618848134,-1.66494887032,2.49415983533,1.84232166046
2,,1.42108547152e-14,4,1.86821e-10,taboo,4,-3.59488959617,3.30731370334,3.81415890391,-0.395987476214,3.60533912198
3,,8.52651282912e-14,10,4.68944e-08,taboo,1,0.817976549712,1.83050476141,-3.28260226027,0.894827802816,-0.20583298846
4,,1.42108547152e-14,11,3.99926e-10,taboo,3,-0.379710126925,-1.43233278924,0.425520260347,-3.15641487652,-3.42002032014
5,,1.42108547152e-14,12,7.8001e-11,taboo,9,2.54071138556,1.11655177352,-0.0334712929162,2.60669396273,2.78752569247
6,,5.11590769747e-13,1,2.11457e-11,taboo,8,3.61039748851,1.59758780491,-2.24065253087,-0.561810621983,2.55441376836
7,,2.84217094304e-14,14,2.41358e-10,taboo,2,-2.31678778634,1.47896707563,-2.73159506095,4.2157955517,-0.245548413536
8,,2.84217094304e-14,5,6.56148e-10,taboo,1,3.12309729421,-3.07915047898,-0.260894796032,2.05375538388,2.84342100845
9,,4.97379915032e-13,18,1.38365e-10,taboo,1,2.79226452449,-2.16218427071,-1.93339542539,2.96355810598,3.2660520305
10,,1.06581410364e-12,7,4.50175e-11,taboo,26,-1.33050394438,1.47289353347,2.36623762795,3.11130469834,-3.05802676548
11,,6.3820948526e-11,9,2.44933e-11,taboo,7,-0.243122222711,-3.70201220713,-1.79790583987,4.28898711187,-1.16240730785
12,,0,11,3.21256e-10,final,0,-0.379710126906,-1.43233278919,0.425520260375,-3.15641487647,-3.42002032015
