descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,0.979609395049,15,0.489732,taboo,1,2.00033325614,0.285774926153,3.77137228925,-1.41287800242,0.190369390668
1,,0,8,4.28622e-09,taboo,3,-0.369034669059,2.56600123979,3.0670082365,-4.30851424074,-2.62786628736
2,,0,15,1.87101e-09,taboo,1,1.99032603015,-0.0409210356992,3.46524621645,-1.59381002123,0.109394142549
3,,1.94052596095,16,0.685996,taboo,3,1.94308718309,0.732774815414,-1.21504866161,-0.902327276549,1.01032196581
4,,0.981141017097,11,0.49055,taboo,1,-1.22307707475,1.42762481742,0.927468203495,1.57175260172,-3.69485409089
5,,0,7,1.98495e-09,taboo,2,0.67765165442,-3.37390169111,0.786743223748,-2.94592125935,2.49372724052
6,,1.94047309185,16,0.685996,taboo,1,2.61617914718,1.64662135788,-0.925811416704,-0.861670990411,1.20600320649
7,,0.970314345216,16,0.485071,taboo,2,2.10996325044,0.966684893982,-1.53618840789,-0.68237297023,0.97535574147
8,,0,3,7.65061e-09,taboo,12,2.74082733349,3.09873322383,3.10796324865,-3.22359859292,-0.414903309991
9,,0,10,5.82061e-09,taboo,7,2.78868297465,3.45514370095,3.3944842997,2.48485184151,-1.46812844818
10,,0.897887558148,13,0.447113,taboo,1,-2.55357260003,1.19636781543,0.953672866982,-4.1761073823,0.838593635967
11,,1.88808217191,17,0.667094,taboo,1,0.624303817463,2.47303800717,1.62728949145,-2.66904460309,-4.29180457441
12,,0.970311081056,16,0.485071,taboo,2,2.08343265237,1.31438650898,-1.07158776049,-0.335621510652,1.08892797503
13,,1.9405057062,16,0.685996,taboo,1,2.35373038159,1.53057690104,-0.73722709579,-0.288541869187,1.05042850834
14,,1.94061061648,16,0.685995,taboo,1,2.11781305743,1.06683053575,-1.01324348104,-0.0621653213871,0.781281599944
15,,0,0,3.90737e-09,taboo,4,2.88966107797,1.1718457649,0.00205027423781,-0.899206582418,-3.81142777981
16,,0.98120239768,11,0.49055,taboo,1,-1.26842492532,0.5151652813,0.861160319968,1.29775964959,-3.47474114935
17,,0.963085908427,0,0.481325,taboo,1,2.90725916016,1.16442645441,-0.0441420768913,-0.773936288645,-3.34938559779
18,,0,4,3.83667e-09,taboo,1,1.3359948952,0.463086870969,3.13739396987,-4.26526609052,-3.43339562379
19,,1.9623253192,11,0.693743,taboo,1,-1.28956947285,1.17840183832,0.992600402361,1.22625610727,-2.96562479047
20,,1.95537156479,6,0.691271,taboo,1,-1.03190070071,3.19745432495,-3.10565290366,0.518141011064,-0.143200018717
21,,1.96771568561,7,0.695682,taboo,1,0.778483786595,-3.3801996404,0.255765006781,-2.8467001755,2.92032313868
22,,1.96234389676,11,0.693743,taboo,1,-1.0656039599,1.01719502829,0.242668034401,1.51207641071,-3.45788345127
23,,1.96771920109,7,0.695682,taboo,1,0.795108312733,-3.28871858645,0.673704177251,-2.34887429838,2.18765803401
24,,1.94052287513,16,0.685996,taboo,1,2.40679196852,0.835172787843,-1.66642925001,-0.982045526507,0.823283745889
25,,0.919269658999,3,0.458764,taboo,1,2.9181775387,3.2118887034,3.25578247002,-3.60003839685,-0.363426857482
26,,0.977649582136,6,0.488803,taboo,1,-1.27622325065,3.51489645841,-3.27251585053,0.92334769876,-0.746761066633
