descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,0,12,2.03655e-09,taboo,1,-2.57397709547,-3.52257840085,-1.10430895186,0.527436581448,1.05166365801
1,,0,17,3.2622e-09,taboo,2,-0.219250389512,-2.37836752603,-2.30094352689,-2.4177188142,-0.345513446015
2,,0,16,4.84021e-09,taboo,7,-2.69784330941,-2.21958737437,0.192992867966,0.125263836304,-2.14277770976
3,,1.42108547152e-14,15,7.78083e-09,taboo,1,-3.9942287225,-2.74591597241,-1.3609643849,-3.69864385314,-0.0432535026991
4,,0,4,3.45574e-09,taboo,1,-2.20269203331,-3.19595567127,0.626825217446,-3.21723400895,-0.504538498408
5,,0,1,2.78858e-09,taboo,1,-0.83011027846,-3.46930308015,-2.52826240192,-2.73164827971,-2.71475852398
6,,0,18,1.36743e-09,taboo,6,-0.285458815965,2.0704784995,0.899766959942,-0.21131653668,2.84172220159
7,,0,19,2.94443e-09,taboo,11,2.62290860459,-4.03745515258,0.386866270298,3.09462142246,0.844616899416
8,,0,0,4.44756e-09,taboo,23,-3.9312789654,-0.217005316545,1.53052353452,2.42424514742,0.576680374139
9,,0,2,5.30018e-09,taboo,47,-0.130660952209,1.56565115957,-2.41739449458,-2.57775354863,1.38537326594
10,,0,14,5.21769e-09,taboo,7,1.34585699264,0.654956842915,0.965818930948,-2.42733681258,-0.775075205265
11,,0,10,9.74014e-09,taboo,1,-4.16964074461,1.50625836047,1.62026202919,-2.16273611286,0.959977110485
12,,0,8,4.38224e-09,taboo,14,1.41978095365,1.62037441584,-3.4982954581,2.86273630579,-0.726850411647
13,,0,3,2.29295e-09,taboo,5,4.15097110969,1.9746498014,3.4887317928,2.66413111957,-3.80861770452
14,,0,11,2.24837e-09,taboo,1,1.91582021874,3.26577655199,-1.4799846552,-1.45111997792,-4.00344295819
15,,0,2,8.88515e-09,final,0,-0.130660952686,1.5656511515,-2.41739448962,-2.5777535438,1.38537326639
