descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,0,0,1.4281e-08,taboo,13,-0.345559315399,2.14114338576,-0.922895678731,-0.796349446123,-3.77072295902
1,,5.68434188608e-14,1,1.52586e-07,taboo,2,4.16341241311,-0.810395525614,0.793926467627,2.42701767746,2.9404090222
2,,0,7,1.56011e-08,taboo,11,-0.9911805751,1.83782104692,1.59856466192,3.87683765829,-3.05305210223
3,,0,9,1.66651e-08,taboo,30,-2.5648561611,-2.11144985889,-0.951794680162,3.31824315877,0.390789716516
4,,0,8,2.32219e-08,taboo,4,3.33930237155,-1.28226588542,-3.96174750234,1.29628930972,-0.128268307852
5,,0,6,3.85832e-08,taboo,5,-2.39466881063,1.66363830873,-3.98973510927,-2.66286879497,1.77064906756
6,,2.84217094304e-13,6,1.67799e-07,taboo,2,-2.39466892319,1.66363835293,-3.98973516614,-2.6628688888,1.77064907815
7,,5.68434188608e-14,6,7.79951e-08,taboo,1,-2.39466880436,1.66363829002,-3.98973511737,-2.66286876376,1.77064903344
8,,5.68434188608e-14,5,6.91278e-08,taboo,3,-1.30405991533,-4.49706513908,-3.54775233562,-4.03779841015,-3.98393869858
9,,5.68434188608e-14,2,2.67826e-08,taboo,2,-1.84136422164,3.0542481988,-3.59256662833,3.86262954369,2.28291599551
10,,0,1,6.55297e-08,taboo,3,4.16341244005,-0.810395487427,0.7939265338,2.4270176204,2.94040900854
11,,0,4,2.91286e-08,taboo,7,0.398615916549,-4.12742210745,3.82891024882,0.951720756328,-3.30526179173
12,,0,4,2.91286e-08,taboo,7,0.398615916549,-4.12742210745,3.82891024882,0.951720756328,-3.30526179173
13,,5.68434188608e-14,4,4.26385e-08,taboo,4,0.3986159205,-4.12742212185,3.82891028077,0.951720731714,-3.30526182762
14,,5.68434188608e-14,4,4.1613e-08,taboo,1,0.398615926879,-4.12742214297,3.82891026178,0.951720749502,-3.3052618246
15,,5.68434188608e-14,3,6.39993e-08,taboo,1,3.23534941977,2.30322707999,-3.29176434212,3.07404080139,-2.50692490045
16,,5.11590769747e-13,3,4.28133e-07,taboo,1,3.2353493623,2.30322739927,-3.29176441963,3.07404097991,-2.50692507122
17,,5.68434188608e-14,3,1.18495e-07,taboo,2,3.23534940712,2.30322715073,-3.29176442778,3.07404081881,-2.50692493019
18,,5.68434188608e-14,1,1.21783e-07,taboo,4,4.16341241776,-0.810395555812,0.793926596909,2.4270175794,2.94040896399
19,,0,6,5.3873e-08,final,0,-2.39466881363,1.66363834126,-3.98973516354,-2.6628687772,1.77064908265
