descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,0,3,1.28731e-08,taboo,4,-3.77623650769,2.47909125286,0.136002765392,-2.99265260289,-1.15368562983
1,,0,5,3.44499e-09,taboo,3,-1.59341195848,2.86776606612,-3.82221416209,0.618355962783,-3.20518619846
2,,0,6,2.9198e-09,taboo,3,4.40056126281,4.23011857124,4.27303683374,-1.21970542156,1.85473297561
3,,0,13,5.12224e-09,taboo,5,3.55286110288,-2.01828856709,-4.08655365753,3.82884984682,-2.58231671417
4,,0,17,3.52931e-09,taboo,15,1.37112350097,-1.11179790436,-3.91855485961,1.62054525459,1.21656670569
5,,0,12,2.65277e-09,taboo,11,1.3525117851,-2.59324004086,3.52212483992,-2.40028587238,1.43057364776
6,,0,4,3.52571e-09,taboo,6,-4.13386556835,3.83575589404,-2.40221772106,1.62710154602,1.23689367808
7,,0,11,2.07768e-09,taboo,11,-1.11768488408,-1.15843126912,-2.87102783664,-2.51895188778,-1.34449856852
8,,0,16,4.28068e-09,taboo,7,-3.44993961658,3.5956578889,1.00241648225,2.03970433687,-0.31293211807
9,,0,10,3.31073e-09,taboo,8,-3.51305500324,-1.88145719733,-0.593834381216,0.0305000041013,-3.47489925946
10,,0,8,3.60584e-09,taboo,2,-3.63979594658,2.94298498401,-4.28375407367,-1.67073902,-2.88691671553
11,,0,14,2.72767e-09,taboo,11,-3.45973171842,0.117601636216,3.04744249299,0.453410680045,1.61187472691
12,,0,1,4.46332e-09,taboo,6,0.127630783367,3.49650647695,-3.03794269126,-2.83416350479,-2.50452733257
13,,0,7,6.01298e-09,taboo,9,-1.78751417785,2.26681617117,-0.417153721056,-0.557775606006,-3.7040318542
14,,0,9,2.25251e-08,taboo,3,-1.71747458808,2.22857699935,-2.87474016233,-2.21420379585,-0.11593692976
15,,0,19,2.32032e-09,taboo,10,2.45731197331,3.46738175793,-1.83871577129,-1.10947458179,0.769091435165
16,,0,0,1.01088e-08,taboo,16,0.478236983218,-2.60110622077,0.32828681244,2.32703672874,0.527544072282
17,,0,2,4.20274e-09,taboo,1,-3.74219311674,0.735073008923,-4.35228729968,-2.22449730373,-3.23981689685
18,,0,9,8.4109e-09,final,0,-1.71747457177,2.22857698729,-2.87474017619,-2.21420378415,-0.115936926864
