descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,4.46789272246e-11,1,1.74979e-11,taboo,15,-3.36654691391,-2.89996938864,0.554356960194,0.720644670292,-3.24735728726
1,,4.05066202802e-10,9,1.60637e-11,taboo,4,2.61490780437,2.80900310652,2.55317166778,2.73511246882,2.42636611667
2,,4.24232507612e-06,9,3.86832e-08,taboo,1,2.61490781302,2.80900309811,2.55317165922,2.73511250218,2.42636612947
3,,3.24823907363e-05,4,1.85555e-06,taboo,1,-1.87364063031,-0.353274870535,-3.71999960511,4.44344592243,-3.52758485422
4,,6.18344211034e-06,1,3.13613e-06,taboo,1,-3.36654895629,-2.89996747326,0.554356989245,0.720643258092,-3.24735729874
5,,5.24302971598e-05,5,3.1361e-06,taboo,1,-3.41572195509,1.88495094944,0.221951316198,3.39779666555,-0.604178779017
6,,3.87219790809e-06,11,2.32276e-07,taboo,1,0.610684263798,1.48625992444,-3.7141785274,4.07141872539,0.637264066176
7,,0.0209187850776,9,0.0205761,taboo,1,2.631745936,2.79993500173,2.55013903538,2.72851026276,2.42416656905
8,,0.0001569846238,11,8.47099e-05,taboo,1,0.610643521717,1.48622799195,-3.71418760483,4.07137163551,0.637217200707
9,,3.10922416702e-07,1,2.58394e-08,taboo,1,-3.36654691113,-2.8999693868,0.554356946027,0.720644668681,-3.24735730853
10,,6.29451676559e-07,12,2.58144e-08,taboo,1,-1.3292007503,-2.02062780541,-3.46376086627,1.29789935794,-3.16361845415
11,,4.36557456851e-11,11,9.98585e-12,taboo,18,0.610684287879,1.48625975484,-3.71417837754,4.07141875117,0.637264104695
12,,2.54221367868e-06,12,2.32314e-07,taboo,1,-1.32920073201,-2.02062778353,-3.46376103099,1.29789929588,-3.16361860524
13,,1.57103247602e-05,11,2.09072e-06,taboo,1,0.610685729469,1.48625935387,-3.7141787949,4.07141918139,0.63726277321
14,,3.87223411735e-06,11,2.32342e-07,taboo,1,0.610684388157,1.48625969208,-3.71417846968,4.07141861337,0.637264216553
15,,0.00114018059617,3,0.000508053,taboo,1,2.28526480393,2.77216767909,0.943011453269,3.76151917901,-4.13590527338
16,,3.18238625709e-05,11,6.27224e-06,taboo,1,0.610682346049,1.48625683527,-3.71418221643,4.07142209541,0.637265165442
17,,9.6311219977e-07,11,2.58212e-08,taboo,2,0.610684270105,1.48625975983,-3.71417837236,4.07141874586,0.637264121164
18,,2.50850007433e-10,3,1.69657e-11,taboo,8,2.28560635668,2.77186133629,0.943011310572,3.76173737705,-4.13590356464
19,,0.000155729025948,11,8.46754e-05,taboo,2,0.610643538343,1.48622800484,-3.71418760104,4.07137165467,0.637217219833
20,,3.96227744659e-05,3,2.43921e-06,taboo,1,2.28560729558,2.77186213531,0.943013163287,3.76173703773,-4.13590450383
21,,1.16909859571e-09,8,3.37833e-11,taboo,2,-0.353466564301,4.09362580259,4.4461432071,-4.4739282438,2.63506262763
22,,6.26619828381e-05,1,7.5267e-05,taboo,1,-3.36655505468,-2.89997484811,0.554398275567,0.720649382768,-3.24729532045
23,,4.14782729194e-05,3,2.78772e-06,taboo,1,2.28560823188,2.77185965588,0.943011305263,3.76173857338,-4.13590356243
24,,4.02553723688e-09,5,5.81631e-11,taboo,1,-3.41572296022,1.88494844453,0.221952064361,3.39779601864,-0.60418003281
