descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,2.44790498982e-09,5,7.86355e-12,taboo,14,-2.03556062337,1.35533562059,-3.79187944845,-0.421345489573,3.10663487703
1,,7.25628979126e-09,17,2.14042e-11,taboo,1,-3.08321956253,-0.996285596135,-3.89558275926,1.68278302253,1.218024535
2,,9.34693389354e-09,12,2.41188e-11,taboo,13,-4.17015101385,-0.566952782297,-1.64565913043,-0.0703159097461,3.28998648753
3,,6.59269971948e-09,13,2.25247e-11,taboo,10,-1.30146589813,0.712879886049,-2.79690350426,3.12740092334,-0.0174533530615
4,,4.34420144302e-09,15,1.15828e-11,taboo,21,-1.3194849975,1.78987619535,0.681928134049,0.921574920061,2.69443918547
5,,7.28601889932e-09,0,2.06902e-11,taboo,2,-4.26468196709,-1.60674237089,-3.88806508351,3.17698339771,2.6726245587
6,,1.00160377769e-08,10,3.40235e-11,taboo,3,-3.48965147358,-1.63550422961,-4.03976714635,3.36475530195,-0.0937192418963
7,,1.72967133949e-08,9,5.9654e-11,taboo,1,-2.37981247011,-2.74475202072,-1.5800086009,1.34868625958,3.17059306264
8,,1.31956312543e-08,4,4.78722e-11,taboo,2,0.33928980172,-3.06077032852,-4.04362980578,0.765527273627,0.681917590773
9,,3.34520677825e-08,7,1.50539e-10,taboo,1,-4.111005936,1.44402989239,-1.88854665643,-0.791096695067,-2.41597230126
10,,5.08174480274e-09,19,1.5844e-11,taboo,11,1.62057268158,-0.660716963491,-1.19831038574,-1.09330091,4.00468334572
11,,7.07842673364e-09,6,3.28737e-11,taboo,1,0.860824057869,-0.931259741666,-0.517930709274,3.88463289558,3.04343299018
12,,5.82190295972e-09,11,1.92954e-11,taboo,33,1.12116767256,-2.74115312307,1.6129602845,0.783687386917,-1.96490691262
13,,211.748332916,2,1.01526,taboo,1,-3.8410350915,2.9752843073,2.29654255167,3.13241804892,0.467404820842
14,,6.16779516349e-09,14,1.86811e-11,taboo,5,-1.80001785532,3.14918179701,3.78934311684,-1.52645352313,-3.38355743584
15,,1.11696749627e-08,8,3.29954e-11,taboo,2,3.62238621702,2.16414384001,4.00983144324,3.71903427362,-4.08305629573
16,,1.54295776156e-09,11,5.0676e-12,final,0,1.12116767256,-2.74115312309,1.61296028449,0.783687386916,-1.96490691263
