descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,3.68544306184e-09,6,3.4612e-11,taboo,5,-0.676026879978,0.555780452284,-3.31427872368,0.650572385966,0.405191602492
1,,0.0322317307024,6,0.0137174,taboo,1,-0.678942865106,0.554432576965,-3.31622541744,0.647825960397,0.4180956885
2,,0.000474904994292,6,1.88168e-05,taboo,1,-0.676017366092,0.555789711338,-3.31427418687,0.650559898553,0.405192746194
3,,3.69213773865e-06,6,8.58604e-09,taboo,1,-0.676026883926,0.555780453425,-3.31427871618,0.650572386585,0.405191602996
4,,0.138207739744,6,0.123457,taboo,1,-0.748462896726,0.5326268984,-3.3387203655,0.565622675653,0.364637092036
5,,9.25769476794e-05,1,2.09268e-06,taboo,1,-3.50854923857,4.36374732278,2.30389819039,-1.12636888453,-2.70268831682
6,,8.05499161061e-05,1,2.09075e-06,taboo,1,-3.50855154376,4.36374851705,2.30389829937,-1.12637001403,-2.70268916706
7,,0.00245241737429,0,0.000535534,taboo,1,2.27683990227,-2.05110586608,1.71981811395,-2.07543477947,2.26668977558
8,,2.60581600742e-09,1,3.52674e-11,taboo,3,-3.50854969842,4.36374917089,2.30389861801,-1.12636946464,-2.7026887995
9,,0.00042849984186,0,5.64579e-05,taboo,1,2.2767333452,-2.05100587709,1.72002209674,-2.07549306008,2.26716266761
10,,9.82691871059e-05,0,6.27226e-06,taboo,1,2.27675514351,-2.05098353989,1.71998843672,-2.07546175698,2.2671744932
11,,6.08815145142e-06,0,7.74084e-08,taboo,1,2.27675011669,-2.05098088541,1.71998919139,-2.07545992873,2.26717272673
12,,9.38446976306e-06,0,1.08264e-07,taboo,1,2.27675015519,-2.05098091533,1.71998927407,-2.07545983959,2.26717270332
13,,0.00011225220743,0,9.40835e-06,taboo,1,2.27674267883,-2.05097683114,1.7199904259,-2.07545716021,2.26716997447
14,,6.36247466446e-06,3,3.4846e-07,taboo,1,-0.630047861226,3.53003439096,-3.34741930011,-4.04747011201,2.72894871111
15,,5.57459645734e-06,3,2.32304e-07,taboo,1,-0.630048005427,3.5300342575,-3.3474189816,-4.04747025591,2.7289488322
16,,0.00740465364913,3,0.0064664,taboo,1,-0.623974999066,3.53178769416,-3.3483485263,-4.04670785917,2.72830612318
17,,4.5435242896e-05,3,6.27226e-06,taboo,1,-0.63004673714,3.53002937136,-3.34742149283,-4.04746987957,2.7289515643
18,,0.000187703545691,3,5.64503e-05,taboo,1,-0.630020003381,3.53006534798,-3.34745536817,-4.04746365366,2.72895710187
19,,9.20627504115e-05,3,1.88168e-05,taboo,1,-0.630046893187,3.53003224825,-3.34742438648,-4.04748679917,2.72894205296
20,,4.54349217875e-05,3,6.27227e-06,taboo,1,-0.630047256155,3.53003578683,-3.34741652595,-4.04747295379,2.72895333465
21,,1.3881096379e-06,3,2.58127e-08,taboo,1,-0.630048039584,3.53003421855,-3.34741906613,-4.04747015326,2.72894864705
22,,0.000113228575401,3,2.50891e-05,taboo,1,-0.630027169228,3.5300299769,-3.34740804519,-4.04746885895,2.72894138331
23,,3.98131305701e-10,3,2.59967e-11,taboo,22,-0.630048034248,3.53003419867,-3.34741907606,-4.04747015216,2.72894865904
24,,3.39751665024e-06,3,1.03282e-07,taboo,1,-0.630048047056,3.53003417255,-3.34741911806,-4.04747010601,2.72894858204
25,,6.93228855653e-07,3,8.60418e-09,taboo,1,-0.630048035306,3.53003419653,-3.34741907958,-4.0474701483,2.72894865262
26,,4.16759775135e-06,3,8.16175e-08,taboo,1,-0.630048100209,3.53003421439,-3.34741910282,-4.04747013331,2.72894869053
27,,3.16902327313e-06,3,1.16138e-07,taboo,1,-0.630048130831,3.53003421824,-3.34741912711,-4.04747015815,2.72894869271
28,,3.86902740956e-07,3,4.18576e-09,taboo,1,-0.630048035096,3.53003420191,-3.34741907445,-4.04747015236,2.72894865707
29,,0.000187705209783,3,5.64503e-05,taboo,1,-0.630055036992,3.5300199055,-3.34744202696,-4.04744493729,2.72890657856
30,,0.000188489850359,3,5.64503e-05,taboo,1,-0.630036360995,3.52999075393,-3.34744082325,-4.04746768772,2.72897481074
31,,0.000974798820039,0,0.000188168,taboo,1,2.27675438486,-2.05086939216,1.71992779281,-2.07559778972,2.26715921067
32,,6.99174051988e-12,5,1.77812e-11,taboo,40,1.75751163953,3.15020896325,0.947966769731,-0.984731628597,2.25437944716
33,,0.000187705559256,3,5.64503e-05,taboo,1,-0.630044611098,3.53002834722,-3.34743500731,-4.04752009326,2.72892884083
34,,1.4388206182e-09,0,3.35848e-11,taboo,8,2.27675015765,-2.0509808564,1.71998923241,-2.07545991829,2.26717268568
35,,0.000950638717029,3,0.000762079,taboo,1,-0.629669617743,3.53045471384,-3.3479090196,-4.04738242244,2.7290626375
36,,0.00189331538314,3,0.0015252,taboo,1,-0.629967282741,3.52991965635,-3.34782746817,-4.04882101493,2.72838742037
37,,0.462572225203,1,1.11111,taboo,1,-3.48528842691,4.04804435043,3.31495068956,-1.4557032275,-2.64210611143
38,,0.000974843446841,1,5.95038e-05,taboo,1,-3.50852512376,4.36374679507,2.30390687302,-1.12634921982,-2.70273832876
39,,2.25186577154e-05,3,2.09075e-06,taboo,1,-0.630047907474,3.53003398198,-3.3474196661,-4.04747200181,2.72894792502
40,,2.67164068646e-12,5,8.53176e-12,final,0,1.75751163954,3.15020896326,0.947966769722,-0.984731628592,2.25437944716
