descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,4.68958205602e-13,1,3.75518e-11,taboo,5,3.61039748851,1.59758780491,-2.24065253087,-0.561810621966,2.55441376836
1,,1.42108547152e-14,12,1.42171e-11,taboo,2,2.54071138554,1.11655177346,-0.0334712929746,2.60669396271,2.7875256925
2,,1.98951966013e-13,10,6.68683e-08,taboo,1,0.817976552464,1.83050477655,-3.28260225289,0.894827813539,-0.205832990042
3,,1.08002495836e-12,18,1.58023e-10,taboo,1,2.79226452457,-2.16218427062,-1.93339542545,2.96355810619,3.26605203066
4,,7.24753590475e-13,7,1.10097e-11,taboo,27,-1.33050394439,1.47289353343,2.36623762793,3.11130469833,-3.05802676548
5,,1.00499164546e-10,0,2.00997e-11,taboo,18,-0.48119452807,-2.03618848135,-1.66494887032,2.49415983533,1.84232166048
6,,8.86757334229e-12,19,4.85786e-11,taboo,1,2.25118985749,-2.04498742055,-0.463119927827,3.99497688849,3.47719334898
7,,1.41113787322e-11,17,1.273e-11,taboo,44,-2.63829310203,1.53994394589,-2.0241055554,-0.390958585195,2.92883901196
8,,9.00968188944e-12,6,1.38397e-11,taboo,1,3.0387323781,-3.10002670709,-1.9812654432,4.29843917249,3.34613646179
9,,1.42108547152e-14,14,1.22585e-10,taboo,1,-2.31678778641,1.4789670756,-2.73159506102,4.21579555165,-0.245548413518
10,,4.72937244922e-11,9,2.36816e-11,taboo,9,-0.243122222695,-3.70201220712,-1.79790583987,4.28898711187,-1.16240730788
11,,1.42108547152e-14,11,3.95794e-10,taboo,4,-0.379710126738,-1.43233278876,0.425520260681,-3.15641487602,-3.42002032022
12,,0,11,5.67864e-11,final,0,-0.37971012682,-1.43233278897,0.425520260533,-3.15641487624,-3.42002032019
