descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,3.42765815731e-10,12,6.93393e-11,taboo,2,-0.835129907291,-4.05012238403,3.10330378244,-2.49226403288,-0.931582475626
1,,1.64622395074,6,0.22679,taboo,1,0.126826361372,0.809276407213,4.141164861,1.82466422872,2.77829133106
2,,1.64622363378,5,0.268658,taboo,1,-1.20307896175,-2.39591278119,0.328063295828,-2.851856063,3.59505486843
3,,4.32066826761e-10,0,8.37807e-11,taboo,2,-3.00056833192,-2.94920269318,2.7426211875,-0.628090420151,1.55057376275
4,,5.40580913366e-10,8,5.91822e-11,taboo,1,-3.54563695618,-3.8276269659,4.42082879906,-1.87161178858,4.06699093977
5,,6.79790446156e-10,13,1.02235e-10,taboo,1,-3.49842802587,-2.68613764083,3.21098361245,-0.918007180856,4.10407869489
6,,4.80099515698e-10,19,5.36701e-11,taboo,1,-3.23055855797,-0.223061850991,4.26933218922,-0.887256366119,2.73780263315
7,,3.20767412632e-10,1,3.58632e-11,taboo,3,2.09495322164,3.64107926207,-3.4399796317,2.67576491328,3.1162786254
8,,2.884235073e-10,7,5.94803e-11,taboo,1,-2.92255076633,2.75486722864,-2.55995557504,-2.50757123078,1.48432712942
9,,1.64622548242,7,0.361374,taboo,1,-3.0570984819,2.52781365572,-2.71548592721,-2.64364631127,1.34931407121
10,,2.96438429359e-10,15,4.27316e-11,taboo,3,-3.72082155383,3.47867867655,-1.68554780906,-1.20424338373,-3.51027009914
11,,1.64622427824,4,0.292406,taboo,2,1.89632886798,3.25535992146,2.20164771509,-1.26972879698,-2.53725587105
12,,2.37378117163e-10,14,4.41139e-11,taboo,1,-1.86744585608,-2.20477197575,3.73797529679,-1.92154367712,3.0279257006
13,,1.64622389726,4,0.292407,taboo,2,1.6527997454,3.28547323954,2.53113290556,-1.29080017587,-2.57950954784
14,,2.30159002967e-10,17,5.51493e-11,taboo,1,-3.35024968731,-3.22915389128,3.31739055094,-2.61956962248,2.32823126932
15,,2.31636931858e-10,10,2.82519e-11,taboo,17,2.92049477818,0.565913073603,-0.902768282989,4.23470508302,-3.81522186989
16,,2.90810930892e-10,3,6.67973e-11,taboo,6,-0.0610619126682,-4.13333129531,3.82866534071,0.897289508445,3.90462199772
17,,2.88650880975e-10,9,7.16684e-11,taboo,7,-4.27937642123,3.09160324056,1.10522297621,3.26578333557,-1.27871052078
18,,1.64622375682,9,0.410335,taboo,1,-4.26669766913,2.84492431083,1.36945171185,3.07500554497,-1.24478947006
19,,1.64622413831,10,0.280281,taboo,1,2.81023827577,0.732712471295,-0.787337162345,4.29930713876,-3.67002917286
20,,2.25099938689e-10,4,4.0099e-11,taboo,36,1.88880561568,3.24005699184,2.43466969548,-1.26619541038,-2.7130371258
21,,1.64622371762,9,0.410335,taboo,1,-4.08614538578,3.3458107018,1.35879311264,3.3053146372,-1.25515930013
22,,1.64622423508,4,0.292406,taboo,2,1.93887990431,2.9888260686,2.50980030617,-1.26835787051,-2.59375653957
23,,2.31685026168,4,0.426088,taboo,1,1.94815289863,2.99696183892,2.27198180219,-1.27206429336,-2.40901168787
24,,2.01168859348e-10,11,2.05958e-11,taboo,5,1.23148228234,-3.4315457405,-1.4545971075,1.78784823171,2.43090801196
25,,1.59957380674e-10,6,1.89469e-11,taboo,5,0.209165399611,0.878088361885,4.15839768069,2.01471676997,2.83746765388
26,,1.64622419503,4,0.292406,taboo,2,1.73879708612,3.10451732248,2.31165993624,-1.35559518634,-2.85968048881
27,,3.03714386973e-10,18,6.40965e-11,taboo,4,-1.31459702425,-3.57420022669,2.99996384656,2.48182714159,-1.98069741733
28,,2.61252353084e-10,16,3.52482e-11,taboo,6,0.76794410442,-3.82899658619,1.65547106407,-0.114501673667,0.415906855099
29,,1.64623171299,12,0.332023,taboo,1,-0.714710163542,-4.26274928362,3.01111189949,-2.42498589635,-0.737926796615
30,,7.33166416467e-10,5,1.16726e-10,taboo,1,-1.11956712427,-2.52246823585,0.474786951106,-3.01775588788,3.60670907165
31,,1.25680799101e-10,6,1.56876e-11,final,0,0.209165399603,0.878088361891,4.15839768069,2.01471676996,2.83746765389
