descent,evals,best_f,land_opt,dist,stop,n_rep,x0,x1,x2,x3,x4
0,,7.44392991692e-09,0,2.50414e-11,taboo,20,1.30108255529,-1.56077547752,-1.94212430089,-0.497121778585,2.89572345119
1,,209.508371576,0,0.989889,taboo,1,2.15899166658,-1.4033350441,-2.28053448286,-0.600741015676,3.20203294089
2,,209.508599703,0,0.989888,taboo,3,1.00648609906,-0.982149050957,-1.87936264324,-0.219636079234,3.58662541842
3,,256.501844402,0,1.35233,taboo,1,1.63712541224,-0.997974401776,-0.88764003576,-0.981473165198,2.66640707168
4,,8.97108520803e-09,7,2.51363e-11,taboo,51,0.738704841426,3.22330683514,1.86232935119,-3.37157821806,2.54422774915
5,,7.87173348726e-09,6,2.81456e-11,taboo,20,-2.7296534276,-4.1373361685,2.28354996192,-1.79088289404,1.92945786441
6,,355.367068771,8,1.77221,taboo,1,4.25022478827,-1.24346476152,-1.05925074003,0.177362790867,-2.47443004379
7,,213.033191485,4,1.02955,taboo,1,-2.97467839407,3.47707497566,0.382125677355,3.39263404337,-1.96449818787
8,,6.83382950228e-09,1,2.10189e-11,taboo,6,4.19434499213,0.911362618985,3.53472206527,3.86567236422,1.63544970239
9,,213.033182395,4,1.02955,taboo,1,-3.25738257413,4.13747638266,-0.0218395372853,4.54596235857,-1.63203153743
10,,1.65181290868e-09,0,6.72398e-12,final,0,1.30108255527,-1.56077547751,-1.94212430089,-0.497121778593,2.89572345118
