function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,0,400000,432,216,34,-1,-1,34,0,226,679,679,679,679,0.0,34,34,226
N09-Vincent3D,216,0.1,1,400000,432,216,46,-1,-1,46,0,226,700,700,700,700,0.0,46,46,226
N09-Vincent3D,216,0.1,2,400000,432,216,39,-1,-1,39,0,226,638,638,638,638,0.0,39,39,226
N09-Vincent3D,216,0.1,3,400000,432,216,42,-1,-1,42,0,226,685,685,685,685,0.0,42,42,226
N09-Vincent3D,216,0.1,4,400000,432,216,48,-1,-1,57,9,226,700,700,700,700,0.0,48,57,226
N09-Vincent3D,216,0.001,0,400000,432,59,34,-1,-1,34,0,226,679,679,679,672,0.0,34,34,226
N09-Vincent3D,216,0.001,1,400000,432,75,37,-1,-1,46,9,226,700,700,700,689,0.0,37,46,226
N09-Vincent3D,216,0.001,2,400000,432,62,39,-1,-1,39,0,226,638,638,638,621,0.0,39,39,226
N09-Vincent3D,216,0.001,3,400000,432,65,42,-1,-1,42,0,226,685,685,685,670,0.0,42,42,226
N09-Vincent3D,216,0.001,4,400000,432,63,40,-1,-1,57,17,226,700,700,700,685,0.0,40,57,226
N09-Vincent3D,216,1e-05,0,400000,432,57,33,-1,-1,34,1,226,679,679,679,652,0.0,33,34,226
N09-Vincent3D,216,1e-05,1,400000,432,62,37,-1,-1,46,9,226,700,700,700,646,0.0,37,46,226
N09-Vincent3D,216,1e-05,2,400000,432,57,39,-1,-1,39,0,226,638,638,638,575,0.0,39,39,226
N09-Vincent3D,216,1e-05,3,400000,432,61,42,-1,-1,42,0,226,685,685,685,650,0.0,42,42,226
N09-Vincent3D,216,1e-05,4,400000,432,58,40,-1,-1,57,17,226,700,700,700,651,0.0,40,57,226
N09-Vincent3D,216,0.1,10,400000,432,216,39,-1,-1,39,0,226,669,669,669,669,0.0,39,39,226
N09-Vincent3D,216,0.1,11,400000,432,216,40,-1,-1,57,17,226,685,685,685,685,0.0,40,57,226
N09-Vincent3D,216,0.1,12,400000,432,216,45,-1,-1,45,0,226,607,607,607,607,0.0,45,45,226
N09-Vincent3D,216,0.1,13,400000,432,216,38,-1,-1,38,0,226,686,686,686,686,0.0,38,38,226
N09-Vincent3D,216,0.1,14,400000,432,216,49,-1,-1,49,0,226,700,700,700,700,0.0,49,49,226
N09-Vincent3D,216,0.001,10,400000,432,68,39,-1,-1,39,0,226,669,669,669,659,0.0,39,39,226
N09-Vincent3D,216,0.001,11,400000,432,62,38,-1,-1,57,19,226,685,685,685,668,0.0,38,57,226
N09-Vincent3D,216,0.001,12,400000,432,66,39,-1,-1,45,6,226,607,607,607,595,0.0,39,45,226
N09-Vincent3D,216,0.001,13,400000,432,64,38,-1,-1,38,0,226,686,686,686,671,0.0,38,38,226
N09-Vincent3D,216,0.001,14,400000,432,66,37,-1,-1,49,12,226,700,700,700,684,0.0,37,49,226
N09-Vincent3D,216,1e-05,10,400000,432,62,39,-1,-1,39,0,226,669,669,669,633,0.0,39,39,226
N09-Vincent3D,216,1e-05,11,400000,432,52,38,-1,-1,57,19,226,685,685,685,639,0.0,38,57,226
N09-Vincent3D,216,1e-05,12,400000,432,62,39,-1,-1,45,6,226,607,607,607,564,0.0,39,45,226
N09-Vincent3D,216,1e-05,13,400000,432,59,38,-1,-1,38,0,226,686,686,686,648,0.0,38,38,226
N09-Vincent3D,216,1e-05,14,400000,432,58,37,-1,-1,49,12,226,700,700,700,645,0.0,37,49,226
N09-Vincent3D,216,0.1,5,400000,432,216,36,-1,-1,56,20,226,720,720,720,720,0.0,36,56,226
N09-Vincent3D,216,0.1,6,400000,432,216,33,-1,-1,33,0,226,634,634,634,634,0.0,33,33,226
N09-Vincent3D,216,0.1,7,400000,432,216,38,-1,-1,38,0,226,694,693,694,694,0.0,38,38,226
N09-Vincent3D,216,0.1,8,400000,432,216,35,-1,-1,55,20,226,657,657,657,657,0.0,35,55,226
N09-Vincent3D,216,0.1,9,400000,432,216,37,-1,-1,57,20,226,695,695,695,695,0.0,37,57,226
N09-Vincent3D,216,0.001,5,400000,432,65,36,-1,-1,56,20,226,720,720,720,710,0.0,36,56,226
N09-Vincent3D,216,0.001,6,400000,432,70,33,-1,-1,33,0,226,634,634,634,628,0.0,33,33,226
N09-Vincent3D,216,0.001,7,400000,432,63,38,-1,-1,38,0,226,694,693,694,683,0.0,38,38,226
N09-Vincent3D,216,0.001,8,400000,432,67,35,-1,-1,55,20,226,657,657,657,649,0.0,35,55,226
N09-Vincent3D,216,0.001,9,400000,432,75,37,-1,-1,57,20,226,695,695,695,680,0.0,37,57,226
N09-Vincent3D,216,1e-05,5,400000,432,59,36,-1,-1,56,20,226,720,720,720,689,0.0,36,56,226
N09-Vincent3D,216,1e-05,6,400000,432,59,33,-1,-1,33,0,226,634,634,634,605,0.0,33,33,226
N09-Vincent3D,216,1e-05,7,400000,432,58,38,-1,-1,38,0,226,694,693,694,643,0.0,38,38,226
N09-Vincent3D,216,1e-05,8,400000,432,57,35,-1,-1,55,20,226,657,657,657,630,0.0,35,55,226
N09-Vincent3D,216,1e-05,9,400000,432,69,37,-1,-1,57,20,226,695,695,695,648,0.0,37,57,226
