descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,3010,5.32488876104e-06,18,1.79101e-05,maxfevals,0.661293011392,0.392617387469,-3.57484547064,2.01342694425,1.75364471822,0.321916940898,-1.73566273982,0.317083841652,-1.22218468235,1.69420014493
1,3010,3.36304424309e-08,16,2.6774e-08,maxfevals,3.61019625329,-2.85791978756,3.28068243546,0.710866256257,1.18772172395,-3.43657903073,-2.19962606324,-0.43111830904,-3.00935291318,-1.650765995
2,3010,5.65481273895e-06,4,1.20679e-05,maxfevals,-1.92704112718,-3.84619469081,3.14453658002,2.83730639382,2.58720854329,4.37001296606,-2.62165300317,-0.948694083418,2.8166770365,-3.49316966418
3,3010,0.000272724633803,11,0.00181276,maxfevals,1.31853658953,0.313677128023,-2.55243761838,-0.582869918713,1.72395075661,-0.151814293112,3.13248944394,2.65653812288,2.10983117827,-1.7705043161
4,3010,2.72860674499e-07,16,1.42526e-07,maxfevals,3.61019617285,-2.85791976697,3.28068240965,0.710866215316,1.18772179065,-3.43657912845,-2.19962602345,-0.431118290742,-3.00935294862,-1.65076599212
5,3010,5.33320445584e-08,16,2.74623e-08,maxfevals,3.61019623703,-2.85791977821,3.28068243724,0.710866255736,1.18772175557,-3.43657902869,-2.19962604286,-0.431118304955,-3.00935291253,-1.65076599834
6,3010,7.76261772586e-05,6,0.000311363,maxfevals,-2.4310101506,-4.10345762866,-1.67587906337,4.28280711489,-4.16812283764,-0.845856860947,-1.20502706904,0.753728766378,-4.17289966779,-4.34262915535
7,3010,6.14804122279e-07,15,1.18782e-06,maxfevals,1.94373189471,-0.45041284186,-0.588811352535,1.31479737693,-1.11470222885,-1.61875940608,2.46039275129,3.41074572973,-0.515396243672,1.51138206859
8,3010,2.34666977406e-06,15,4.23125e-06,maxfevals,1.94373058939,-0.450410799494,-0.588810710294,1.31479672944,-1.11470065689,-1.61876013748,2.46039192267,3.41074651984,-0.515396279876,1.51138185321
9,3010,8.41770523152e-06,18,2.59593e-05,maxfevals,0.661292112045,0.392618926759,-3.57484674253,2.01340535325,1.75365137459,0.321888095768,-1.73564890458,0.317089279235,-1.22218694525,1.69418377654
10,3010,6.42505568749e-08,16,3.91013e-08,maxfevals,3.61019625907,-2.85791978999,3.28068242351,0.710866268488,1.18772172833,-3.43657904152,-2.19962605252,-0.43111828697,-3.00935292241,-1.65076601033
11,3010,6.33035739384e-08,16,5.16285e-08,maxfevals,3.6101962723,-2.85791979461,3.28068243532,0.71086625236,1.18772172837,-3.4365790173,-2.19962604143,-0.431118309918,-3.00935290551,-1.6507660199
12,3010,7.46864259327e-08,16,3.42055e-08,maxfevals,3.61019624426,-2.85791979508,3.28068244698,0.710866255796,1.18772173998,-3.43657904389,-2.19962607055,-0.43111829623,-3.00935294503,-1.65076599163
13,3010,0.000238896681481,13,0.00121595,maxfevals,-1.56170734418,1.73257109504,3.16356228179,-2.45274970536,-2.12911589913,0.0544750284768,0.63343670789,-3.40542437327,1.34427509878,-2.20649846394
14,3010,1.69880546679e-05,8,6.21676e-05,maxfevals,0.736606152696,-3.39332497961,0.687129588891,-1.87776059525,-1.9138059445,-0.494883057293,-2.69449939377,2.16902652044,3.12314451495,3.90854007218
