restart,evals_cum,evals_this,reason,archive_size
1,1937,1937,,1
2,4244,2307,,1
3,5966,1722,,2
4,8193,2227,,3
5,10813,2620,,4
6,13171,2358,,4
7,14921,1750,,4
8,17614,2693,,5
9,19804,2190,,6
10,22300,2496,,6
11,24348,2048,,6
12,26492,2144,,6
13,29260,2768,,6
14,31516,2256,,6
15,33539,2023,,7
16,35548,2009,,7
17,37693,2145,,7
18,39377,1684,,8
19,41675,2298,,8
20,43901,2226,,8
21,45502,1601,,9
22,47877,2375,,10
23,49721,1844,,10
24,51861,2140,,10
25,53921,2060,,10
26,55701,1780,,10
27,58681,2980,,10
28,60377,1696,,11
29,62446,2069,,11
30,64531,2085,,11
31,66824,2293,,11
32,69325,2501,,11
33,72266,2941,,11
34,74415,2149,,11
35,76876,2461,,11
36,78785,1909,,11
37,80954,2169,,12
38,82824,1870,,12
39,84646,1822,,12
40,86563,1917,,13
41,89234,2671,,13
42,91257,2023,,13
43,94239,2982,,14
44,96831,2592,,14
45,98976,2145,,15
46,101049,2073,,15
47,103482,2433,,15
48,106115,2633,,15
49,108124,2009,,15
50,110637,2513,,15
51,113302,2665,,15
52,115175,1873,,15
53,116772,1597,,16
54,118587,1815,,17
55,120798,2211,,17
56,123529,2731,,17
57,125956,2427,,17
58,128727,2771,,17
59,130786,2059,,17
60,133069,2283,,17
61,135192,2123,,17
62,137763,2571,,17
63,139938,2175,,18
64,142166,2228,,18
65,143823,1657,,19
66,146772,2949,,19
67,149625,2853,,19
68,151678,2053,,19
69,153543,1865,,20
70,155693,2150,,20
71,158219,2526,,20
72,160705,2486,,20
73,162639,1934,,20
74,164389,1750,,20
75,167195,2806,,20
76,169425,2230,,20
77,171543,2118,,20
78,174557,3014,,20
79,176643,2086,,20
80,178341,1698,,21
81,180284,1943,,21
82,182763,2479,,21
83,185346,2583,,21
84,187273,1927,,21
85,190016,2743,,21
86,192399,2383,,21
87,194542,2143,,21
88,196709,2167,,21
89,199572,2863,,21
90,201723,2151,,21
91,203546,1823,,21
92,205069,1523,,22
93,207061,1992,,23
94,209774,2713,,23
95,211783,2009,,23
96,213981,2198,,23
97,216678,2697,,23
98,218655,1977,,23
99,221695,3040,,24
100,223793,2098,,24
101,225424,1631,,25
102,227411,1987,,25
103,229018,1607,,26
104,232094,3076,,26
105,234070,1976,,27
106,235997,1927,,28
107,238083,2086,,28
108,240865,2782,,28
109,243383,2518,,28
110,245197,1814,,28
111,248187,2990,,28
