restart,evals_cum,evals_this,reason,archive_size
1,1713,1713,,1
2,4052,2339,,1
3,6447,2395,,1
4,8698,2251,,1
5,11221,2523,,1
6,13199,1978,,2
7,15363,2164,,2
8,17575,2212,,2
9,19827,2252,,2
10,22742,2915,,3
11,25306,2564,,4
12,27680,2374,,4
13,29974,2294,,4
14,32164,2190,,4
15,35354,3190,,4
16,37944,2590,,4
17,40062,2118,,4
18,43132,3070,,4
19,45442,2310,,4
20,47680,2238,,4
21,49974,2294,,4
22,52300,2326,,4
23,54882,2582,,4
24,57312,2430,,4
25,59430,2118,,4
26,62124,2694,,4
27,64330,2206,,4
28,66480,2150,,4
29,68750,2270,,4
30,70956,2206,,4
31,73194,2238,,4
32,76000,2806,,4
33,78838,2838,,4
34,81148,2310,,4
35,83354,2206,,4
36,85464,2110,,4
37,87718,2254,,4
38,90572,2854,,4
39,93330,2758,,4
40,96192,2862,,4
41,98470,2278,,4
42,100540,2070,,4
43,103322,2782,,4
44,106056,2734,,4
45,108390,2334,,4
46,110644,2254,,4
47,113594,2950,,4
48,115920,2326,,4
49,118030,2110,,4
50,120348,2318,,4
51,122410,2062,,4
52,124600,2190,,4
53,126878,2278,,4
54,129300,2422,,4
55,131978,2678,,4
56,134200,2222,,4
57,136814,2614,,4
58,138828,2014,,4
59,140946,2118,,4
60,143216,2270,,4
61,145614,2398,,4
62,149147,3533,,5
63,151402,2255,,5
64,153729,2327,,5
65,156440,2711,,5
66,158663,2223,,5
67,160990,2327,,5
68,163341,2351,,5
69,165364,2023,,5
70,167651,2287,,5
71,169738,2087,,5
72,171897,2159,,5
73,174104,2207,,5
74,176239,2135,,5
75,178558,2319,,5
76,180821,2263,,5
77,183052,2231,,5
78,185187,2135,,5
79,187290,2103,,5
80,190073,2783,,5
81,192264,2191,,5
82,194839,2575,,5
83,197846,3007,,5
84,199885,2039,,5
85,202036,2151,,5
86,204203,2167,,5
87,206322,2119,,5
88,208473,2151,,5
89,210448,1975,,5
90,212559,2111,,5
91,214726,2167,,5
92,217445,2719,,5
93,219676,2231,,5
94,221963,2287,,5
95,224330,2367,,5
96,226513,2183,,5
97,229232,2719,,5
98,231559,2327,,5
99,233710,2151,,5
100,235789,2079,,5
101,238164,2375,,5
102,240267,2103,,5
103,242418,2151,,5
104,244729,2311,,5
105,246992,2263,,5
106,249247,2255,,5
