restart,evals_cum,evals_this,reason,archive_size
1,1769,1769,,1
2,3579,1810,,2
3,5358,1779,,3
4,7627,2269,,3
5,9319,1692,,4
6,11365,2046,,4
7,16159,4794,,5
8,19631,3472,,6
9,21567,1936,,6
10,23679,2112,,6
11,25727,2048,,6
12,27823,2096,,6
13,31527,3704,,6
14,33711,2184,,6
15,35791,2080,,6
16,38183,2392,,6
17,45454,7271,,7
18,47567,2113,,7
19,49808,2241,,7
20,52145,2337,,7
21,54130,1985,,7
22,60290,6160,,8
23,62380,2090,,8
24,64558,2178,,8
25,66624,2066,,8
26,68754,2130,,8
27,70908,2154,,8
28,72838,1930,,8
29,75136,2298,,8
30,77218,2082,,8
31,79452,2234,,8
32,81782,2330,,8
33,83976,2194,,8
34,86298,2322,,8
35,88356,2058,,8
36,90398,2042,,8
37,92776,2378,,8
38,94714,1938,,8
39,97100,2386,,8
40,99046,1946,,8
41,100832,1786,,8
42,103042,2210,,8
43,105060,2018,,8
44,107118,2058,,8
45,109488,2370,,8
46,111690,2202,,8
47,113756,2066,,8
48,116062,2306,,8
49,118144,2082,,8
50,120362,2218,,8
51,122212,1850,,8
52,124510,2298,,8
53,126944,2434,,8
54,128850,1906,,8
55,131156,2306,,8
56,133702,2546,,8
57,135944,2242,,8
58,138402,2458,,8
59,140348,1946,,8
60,142766,2418,,8
61,144856,2090,,8
62,146890,2034,,8
63,152497,5607,,9
64,154572,2075,,9
65,156863,2291,,9
66,158946,2083,,9
67,161461,2515,,9
68,166341,4880,,9
69,168288,1947,,9
70,170491,2203,,9
71,172862,2371,,9
72,174881,2019,,9
73,177116,2235,,9
74,181091,3975,,10
75,183087,1996,,10
76,185443,2356,,10
77,187759,2316,,10
78,189779,2020,,10
79,191895,2116,,10
80,193843,1948,,10
81,195983,2140,,10
82,197987,2004,,10
83,200343,2356,,10
84,202667,2324,,10
85,204807,2140,,10
86,206795,1988,,10
87,208903,2108,,10
88,210915,2012,,10
89,212855,1940,,10
90,216160,3305,,10
91,218388,2228,,10
92,220480,2092,,10
93,222420,1940,,10
94,224456,2036,,10
95,226564,2108,,10
96,228656,2092,,10
97,230972,2316,,10
98,233096,2124,,10
99,235180,2084,,10
100,237576,2396,,10
101,239812,2236,,10
102,242360,2548,,10
103,244452,2092,,10
104,246568,2116,,10
105,248892,2324,,10
