restart,evals_cum,evals_this,reason,archive_size
1,1913,1913,,1
2,3539,1626,,2
3,6148,2609,,3
4,8224,2076,,4
5,10285,2061,,5
6,12572,2287,,5
7,14827,2255,,5
8,16785,1958,,6
9,18737,1952,,6
10,21289,2552,,6
11,23689,2400,,6
12,25753,2064,,6
13,27600,1847,,7
14,30049,2449,,7
15,32209,2160,,8
16,34339,2130,,8
17,36445,2106,,8
18,38542,2097,,9
19,40718,2176,,10
20,42861,2143,,11
21,44999,2138,,12
22,47085,2086,,12
23,49151,2066,,13
24,51317,2166,,14
25,53325,2008,,14
26,55572,2247,,15
27,57529,1957,,16
28,59695,2166,,17
29,61818,2123,,17
30,64109,2291,,17
31,66056,1947,,17
32,68139,2083,,17
33,70193,2054,,18
34,72333,2140,,18
35,74464,2131,,19
36,76543,2079,,19
37,78748,2205,,19
38,80777,2029,,19
39,83070,2293,,19
40,85033,1963,,20
41,87119,2086,,20
42,89221,2102,,20
43,91411,2190,,20
44,93502,2091,,21
45,95623,2121,,21
46,97758,2135,,21
47,99778,2020,,22
48,101786,2008,,22
49,103914,2128,,22
50,106170,2256,,22
51,108236,2066,,23
52,110397,2161,,23
53,112510,2113,,23
54,114535,2025,,23
55,116616,2081,,23
56,118781,2165,,24
57,121087,2306,,24
58,123006,1919,,25
59,125353,2347,,25
60,127460,2107,,25
61,129535,2075,,25
62,131481,1946,,26
63,133546,2065,,27
64,135533,1987,,28
65,137827,2294,,28
66,139919,2092,,29
67,142190,2271,,29
68,144279,2089,,29
69,146518,2239,,29
70,149069,2551,,29
71,151444,2375,,29
72,153582,2138,,30
73,155555,1973,,30
74,158011,2456,,30
75,160163,2152,,30
76,162011,1848,,30
77,164191,2180,,31
78,166504,2313,,31
79,168657,2153,,31
80,170810,2153,,31
81,172906,2096,,32
82,174922,2016,,33
83,177197,2275,,33
84,179334,2137,,34
85,181354,2020,,34
86,183430,2076,,34
87,185370,1940,,34
88,187466,2096,,35
89,189889,2423,,35
90,192086,2197,,35
91,194045,1959,,35
92,196226,2181,,35
93,198439,2213,,35
94,200476,2037,,35
95,202735,2259,,36
96,204845,2110,,36
97,207083,2238,,36
98,209305,2222,,37
99,211600,2295,,37
100,213868,2268,,38
101,215940,2072,,38
102,218118,2178,,38
103,220006,1888,,38
104,222118,2112,,38
105,224370,2252,,39
106,226443,2073,,39
107,228468,2025,,39
108,230789,2321,,39
109,233057,2268,,40
110,235163,2106,,40
111,237090,1927,,41
112,239397,2307,,41
113,241466,2069,,42
114,243806,2340,,42
115,245980,2174,,43
116,247923,1943,,43
