restart,evals_cum,evals_this,reason,archive_size
1,1825,1825,,1
2,3579,1754,,2
3,6686,3107,,3
4,8778,2092,,4
5,10439,1661,,5
6,12709,2270,,6
7,15133,2424,,6
8,17900,2767,,7
9,21093,3193,,7
10,23758,2665,,7
11,26415,2657,,7
12,29056,2641,,7
13,31345,2289,,7
14,33746,2401,,7
15,36627,2881,,7
16,39260,2633,,7
17,41588,2328,,8
18,44565,2977,,9
19,47440,2875,,9
20,50051,2611,,9
21,52438,2387,,9
22,54809,2371,,9
23,57372,2563,,9
24,59815,2443,,9
25,62370,2555,,9
26,65069,2699,,9
27,67232,2163,,9
28,69539,2307,,9
29,72238,2699,,9
30,74809,2571,,9
31,77548,2739,,9
32,80295,2747,,9
33,83897,3602,,10
34,86197,2300,,10
35,88649,2452,,10
36,91149,2500,,10
37,93761,2612,,10
38,96437,2676,,10
39,99057,2620,,10
40,101533,2476,,10
41,104161,2628,,10
42,106941,2780,,10
43,109985,3044,,10
44,112965,2980,,10
45,115681,2716,,10
46,117997,2316,,10
47,120697,2700,,10
48,123037,2340,,10
49,125625,2588,,10
50,128421,2796,,10
51,130569,2148,,10
52,133852,3283,,11
53,136705,2853,,11
54,139501,2796,,12
55,142139,2638,,12
56,144985,2846,,12
57,148231,3246,,12
58,151325,3094,,12
59,153883,2558,,12
60,156513,2630,,12
61,159183,2670,,12
62,161373,2190,,12
63,163851,2478,,12
64,166041,2190,,12
65,168727,2686,,12
66,171405,2678,,12
67,173835,2430,,12
68,176617,2782,,12
69,179135,2518,,12
70,182005,2870,,12
71,184707,2702,,12
72,187593,2886,,12
73,190023,2430,,12
74,192709,2686,,12
75,195715,3006,,12
76,198241,2526,,12
77,201319,3078,,12
78,203613,2294,,12
79,206075,2462,,12
80,208905,2830,,12
81,211479,2574,,12
82,214357,2878,,12
83,217059,2702,,12
84,220049,2990,,12
85,222983,2934,,12
86,225501,2518,,12
87,228027,2526,,12
88,231169,3142,,12
89,233911,2742,,12
90,237109,3198,,12
91,239875,2766,,12
92,242641,2766,,12
93,245511,2870,,12
94,248589,3078,,12
