function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F16-Weierstrass,12,2565,923,0.0,0.0,734,734,74,True
F16-Weierstrass,13,2355,984,0.0,0.0,798,798,66,True
F16-Weierstrass,14,2410,904,0.0,0.0,797,797,79,True
F16-Weierstrass,15,2810,1218,0.0,0.0,1012,1012,82,True
F16-Weierstrass,16,2530,888,0.0,0.0,798,798,80,True
F16-Weierstrass,17,2570,1108,0.0,0.0,877,877,79,True
F16-Weierstrass,18,2665,1022,0.0,0.0,803,803,67,True
F16-Weierstrass,19,3823,2293,0.0,0.0,2141,2141,57,True
F20-Schwefel,0,1528,2399,0.0,0.0,2230,4040,33,True
F20-Schwefel,1,2530,1061,0.0,0.0,912,912,78,True
F20-Schwefel,2,2565,1183,0.0,0.0,914,914,71,True
F20-Schwefel,3,2949,1527,0.0,0.0,1237,1237,74,True
F20-Schwefel,4,1488,2861,0.0,0.0,2634,3959,49,True
F20-Schwefel,5,-1,3157,0.0,0.0,3016,3016,18,True
F20-Schwefel,6,3978,2521,0.0,0.0,2030,2030,50,True
F20-Schwefel,7,1493,4380,0.0,0.0,4175,2482,56,True
F20-Schwefel,8,3270,1113,0.0,0.0,792,792,78,True
F20-Schwefel,9,1488,4467,0.0,0.5921916778443119,4277,-1,54,False
F20-Schwefel,10,3913,2591,0.0,0.0,2294,2294,40,True
F20-Schwefel,11,1563,2942,0.0,1.4779288903810084e-12,2624,4978,40,False
F20-Schwefel,12,1403,3939,0.0,0.0,3689,4205,20,True
F20-Schwefel,13,1498,3573,0.0,4.7634785005357116e-11,3159,4981,21,False
F20-Schwefel,14,-1,582,0.5921916850188609,0.5921916850188609,-1,-1,0,True
F20-Schwefel,15,2895,1473,0.0,0.0,1219,1219,76,True
F20-Schwefel,16,3225,1154,0.0,0.0,948,948,55,True
F20-Schwefel,17,2605,1244,0.0,0.0,933,933,76,True
F20-Schwefel,18,1613,3361,0.0,0.0,3056,2632,53,True
F20-Schwefel,19,1713,3377,0.0,0.0,3184,3186,27,True
F24-LunacekRastrigin,0,1413,765,2.008462759420823,2.008447895505853,-1,-1,34,False
F24-LunacekRastrigin,1,1773,1424,2.010492845320769,2.010492487327326,-1,-1,36,False
F24-LunacekRastrigin,2,1598,606,2.059419139364323,2.025752848648523,-1,-1,35,False
F24-LunacekRastrigin,3,1628,4134,0.09293289159823814,0.37162632496607273,-1,-1,25,False
F24-LunacekRastrigin,4,1628,2494,0.09290514312802145,0.023226431744419074,-1,-1,7,False
F24-LunacekRastrigin,5,1573,1250,2.01150139705652,0.0929051437105386,-1,-1,9,False
F24-LunacekRastrigin,6,1728,3577,0.7782193167413141,2.010494350293726,-1,-1,35,False
F24-LunacekRastrigin,7,1508,4628,0.09335540836720213,2.0135300646588377,-1,-1,30,False
F24-LunacekRastrigin,8,-1,1976,0.023226285763982446,0.023226285763982446,-1,-1,0,True
F24-LunacekRastrigin,9,-1,2186,0.023226285286156667,0.023226285286156667,-1,-1,2,True
F24-LunacekRastrigin,10,2028,1041,2.008527724541537,0.6542857520149283,-1,-1,29,False
F24-LunacekRastrigin,11,-1,1701,0.02322632501186206,0.02322632501186206,-1,-1,0,True
F24-LunacekRastrigin,12,1823,4350,1.9565502022707904,0.02322628854066977,-1,-1,30,False
F24-LunacekRastrigin,13,1798,4334,0.023226300008346357,2.0104930494237436,-1,-1,27,False
F24-LunacekRastrigin,14,1598,627,2.0815584642446794,2.0104924889408977,-1,-1,42,False
F24-LunacekRastrigin,15,2038,1694,2.0135479362137545,1.5605775957283754,-1,-1,34,False
F24-LunacekRastrigin,16,2461,1783,2.0106307973342723,1.0876844947556492,-1,-1,26,False
F24-LunacekRastrigin,17,1663,2992,0.6211550953713356,2.010544577562584,-1,-1,37,False
F24-LunacekRastrigin,18,1568,3800,0.6542840660972473,2.0084478913473447,-1,-1,35,False
F24-LunacekRastrigin,19,1718,757,2.010492861733013,2.00844789698192,-1,-1,35,False
