function,method,seed,scenario,regret
F01-Sphere,MC-ESO,0,15,8.0648e-09
F01-Sphere,MC-ESO,0,16,6.30388e-09
F01-Sphere,MC-ESO,0,17,1.33184e-09
F01-Sphere,MC-ESO,0,18,9.26904e-10
F01-Sphere,MC-ESO,0,19,4.0346e-09
F01-Sphere,MC-ESO,0,20,4.63213e-09
F01-Sphere,MC-ESO,0,21,3.09757e-09
F01-Sphere,MC-ESO,0,22,3.54197e-09
F01-Sphere,MC-ESO,0,23,6.91765e-09
F01-Sphere,MC-ESO,0,24,8.04393e-09
F01-Sphere,MC-ESO,0,25,6.94709e-10
F01-Sphere,MC-ESO,0,26,6.10332e-09
F01-Sphere,MC-ESO,0,27,9.19855e-09
F01-Sphere,MC-ESO,0,28,5.45796e-09
F01-Sphere,MC-ESO,0,29,7.68116e-09
F01-Sphere,MC-ESO,0,30,7.85604e-09
F01-Sphere,MC-ESO,0,31,7.6221e-09
F01-Sphere,MC-ESO,0,32,9.10447e-09
F01-Sphere,MC-ESO,0,33,7.18838e-09
F01-Sphere,MC-ESO,0,34,5.50111e-09
F01-Sphere,MC-ESO,0,35,4.78542e-09
F01-Sphere,MC-ESO,0,36,6.97271e-09
F01-Sphere,MC-ESO,0,37,5.49148e-09
F01-Sphere,MC-ESO,0,38,7.60764e-09
F01-Sphere,MC-ESO,0,39,3.55971e-09
F01-Sphere,MC-ESO,0,40,8.32164e-09
F01-Sphere,MC-ESO,0,41,6.32395e-09
F01-Sphere,MC-ESO,0,42,7.66974e-09
F01-Sphere,MC-ESO,0,43,1.23616e-09
F01-Sphere,MC-ESO,0,44,7.55285e-10
F01-Sphere,NMMSO,0,15,9.06919e-09
F01-Sphere,NMMSO,0,16,6.44888e-09
F01-Sphere,NMMSO,0,17,3.30171e-10
F01-Sphere,NMMSO,0,18,0
F01-Sphere,NMMSO,0,19,3.14217e-09
F01-Sphere,NMMSO,0,20,4.54816e-09
F01-Sphere,NMMSO,0,21,2.1265e-09
F01-Sphere,NMMSO,0,22,2.60156e-09
F01-Sphere,NMMSO,0,23,7.355e-09
F01-Sphere,NMMSO,0,24,8.48621e-09
F01-Sphere,NMMSO,0,25,1.79422e-10
