function,method,seed,scenario,regret,wiped
F08-Rosenbrock,spread@0.25,3,17,10.2041,1
F08-Rosenbrock,spread@0.25,3,18,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,19,6.61588,1
F08-Rosenbrock,spread@0.25,3,20,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,21,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,22,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,23,11.5505,1
F08-Rosenbrock,spread@0.25,3,24,11.4556,1
F08-Rosenbrock,spread@0.25,3,25,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,26,10.1174,1
F08-Rosenbrock,spread@0.25,3,27,10.5191,1
F08-Rosenbrock,spread@0.25,3,28,10.5231,1
F08-Rosenbrock,spread@0.25,3,29,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,30,11.4083,1
F08-Rosenbrock,spread@0.25,3,31,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,32,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,33,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,34,10.3701,1
F08-Rosenbrock,spread@0.25,3,35,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,36,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,37,10.0243,1
F08-Rosenbrock,spread@0.25,3,38,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,39,10.6816,1
F08-Rosenbrock,spread@0.25,3,40,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,41,5.63,1
F08-Rosenbrock,spread@0.25,3,42,4.82686e-10,0
F08-Rosenbrock,spread@0.25,3,43,0.00176089,1
F08-Rosenbrock,spread@0.25,3,44,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,15,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,16,10.1457,1
F08-Rosenbrock,spread@0.5,3,17,10.2041,1
F08-Rosenbrock,spread@0.5,3,18,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,19,6.61588,1
F08-Rosenbrock,spread@0.5,3,20,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,21,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,22,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,23,11.5505,1
F08-Rosenbrock,spread@0.5,3,24,11.4556,1
F08-Rosenbrock,spread@0.5,3,25,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,26,10.1174,1
F08-Rosenbrock,spread@0.5,3,27,10.5191,1
F08-Rosenbrock,spread@0.5,3,28,10.5231,1
F08-Rosenbrock,spread@0.5,3,29,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,30,11.4083,1
F08-Rosenbrock,spread@0.5,3,31,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,32,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,33,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,34,10.3701,1
F08-Rosenbrock,spread@0.5,3,35,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,36,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,37,10.0243,1
F08-Rosenbrock,spread@0.5,3,38,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,39,10.6816,1
F08-Rosenbrock,spread@0.5,3,40,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,41,5.63,1
F08-Rosenbrock,spread@0.5,3,42,4.82686e-10,0
F08-Rosenbrock,spread@0.5,3,43,0.00176089,1
F08-Rosenbrock,spread@0.5,3,44,4.82686e-10,0
F08-Rosenbrock,spread@1,3,15,4.82686e-10,0
F08-Rosenbrock,spread@1,3,16,10.1457,1
F08-Rosenbrock,spread@1,3,17,10.2041,1
F08-Rosenbrock,spread@1,3,18,4.82686e-10,0
F08-Rosenbrock,spread@1,3,19,6.61588,1
F08-Rosenbrock,spread@1,3,20,4.82686e-10,0
F08-Rosenbrock,spread@1,3,21,4.82686e-10,0
F08-Rosenbrock,spread@1,3,22,4.82686e-10,0
F08-Rosenbrock,spread@1,3,23,11.5505,1
F08-Rosenbrock,spread@1,3,24,11.4556,1
F08-Rosenbrock,spread@1,3,25,4.82686e-10,0
F08-Rosenbrock,spread@1,3,26,10.1174,1
F08-Rosenbrock,spread@1,3,27,10.5191,1
F08-Rosenbrock,spread@1,3,28,10.5231,1
F08-Rosenbrock,spread@1,3,29,4.82686e-10,0
F08-Rosenbrock,spread@1,3,30,11.4083,1
F08-Rosenbrock,spread@1,3,31,4.82686e-10,0
F08-Rosenbrock,spread@1,3,32,4.82686e-10,0
F08-Rosenbrock,spread@1,3,33,4.82686e-10,0
F08-Rosenbrock,spread@1,3,34,10.3701,1
F08-Rosenbrock,spread@1,3,35,4.82686e-10,0
F08-Rosenbrock,spread@1,3,36,4.82686e-10,0
F08-Rosenbrock,spread@1,3,37,10.0243,1
F08-Rosenbrock,spread@1,3,38,4.82686e-10,0
F08-Rosenbrock,spread@1,3,39,10.6816,1
F08-Rosenbrock,spread@1,3,40,4.82686e-10,0
F08-Rosenbrock,spread@1,3,41,5.63,1
F08-Rosenbrock,spread@1,3,42,4.82686e-10,0
F08-Rosenbrock,spread@1,3,43,0.00176089,1
F08-Rosenbrock,spread@1,3,44,4.82686e-10,0
F08-Rosenbrock,MC-ESO,4,15,0,0
F08-Rosenbrock,MC-ESO,4,16,0,0
F08-Rosenbrock,MC-ESO,4,17,0,0
F08-Rosenbrock,MC-ESO,4,18,0,0
F08-Rosenbrock,MC-ESO,4,19,0.128215,1
F08-Rosenbrock,MC-ESO,4,20,0,0
F08-Rosenbrock,MC-ESO,4,21,10.2789,1
F08-Rosenbrock,MC-ESO,4,22,0,0
F08-Rosenbrock,MC-ESO,4,23,0,0
F08-Rosenbrock,MC-ESO,4,24,10.2041,1
F08-Rosenbrock,MC-ESO,4,25,11.417,0
F08-Rosenbrock,MC-ESO,4,26,0,0
F08-Rosenbrock,MC-ESO,4,27,0.37977,0
F08-Rosenbrock,MC-ESO,4,28,0,0
F08-Rosenbrock,MC-ESO,4,29,0,0
F08-Rosenbrock,MC-ESO,4,30,0,0
F08-Rosenbrock,MC-ESO,4,31,0,0
F08-Rosenbrock,MC-ESO,4,32,10.2074,0
F08-Rosenbrock,MC-ESO,4,33,0,0
F08-Rosenbrock,MC-ESO,4,34,0,0
F08-Rosenbrock,MC-ESO,4,35,0,0
F08-Rosenbrock,MC-ESO,4,36,0,0
F08-Rosenbrock,MC-ESO,4,37,10.9655,0
F08-Rosenbrock,MC-ESO,4,38,0,0
F08-Rosenbrock,MC-ESO,4,39,0,0
F08-Rosenbrock,MC-ESO,4,40,0,0
F08-Rosenbrock,MC-ESO,4,41,10.774,0
F08-Rosenbrock,MC-ESO,4,42,0,0
F08-Rosenbrock,MC-ESO,4,43,0.246719,1
F08-Rosenbrock,MC-ESO,4,44,0,0
F08-Rosenbrock,NMMSO,4,15,0.000484053,0
F08-Rosenbrock,NMMSO,4,16,0.000484053,0
F08-Rosenbrock,NMMSO,4,17,0.000484053,0
F08-Rosenbrock,NMMSO,4,18,0.000484053,0
F08-Rosenbrock,NMMSO,4,19,0,1
F08-Rosenbrock,NMMSO,4,20,0.000484053,0
F08-Rosenbrock,NMMSO,4,21,9.92473,1
F08-Rosenbrock,NMMSO,4,22,0.000484053,0
F08-Rosenbrock,NMMSO,4,23,4.69736,0
F08-Rosenbrock,NMMSO,4,24,0.692113,0
F08-Rosenbrock,NMMSO,4,25,0,0
F08-Rosenbrock,NMMSO,4,26,0.000484053,0
F08-Rosenbrock,NMMSO,4,27,0.0609074,0
F08-Rosenbrock,NMMSO,4,28,0.000484053,0
F08-Rosenbrock,NMMSO,4,29,0.000484053,0
F08-Rosenbrock,NMMSO,4,30,4.69736,0
F08-Rosenbrock,NMMSO,4,31,0.000484053,0
F08-Rosenbrock,NMMSO,4,32,0.692113,0
F08-Rosenbrock,NMMSO,4,33,0.000484053,0
F08-Rosenbrock,NMMSO,4,34,0.000484053,0
F08-Rosenbrock,NMMSO,4,35,0.000484053,0
F08-Rosenbrock,NMMSO,4,36,0.000484053,0
F08-Rosenbrock,NMMSO,4,37,0.409747,0
F08-Rosenbrock,NMMSO,4,38,0.000484053,0
F08-Rosenbrock,NMMSO,4,39,0.000484053,0
F08-Rosenbrock,NMMSO,4,40,0.000484053,0
F08-Rosenbrock,NMMSO,4,41,0,0
F08-Rosenbrock,NMMSO,4,42,0.499744,0
F08-Rosenbrock,NMMSO,4,43,0.0266315,1
F08-Rosenbrock,NMMSO,4,44,0.000484053,0
F08-Rosenbrock,NCDE,4,15,0.000103759,0
F08-Rosenbrock,NCDE,4,16,0.000103759,0
F08-Rosenbrock,NCDE,4,17,0.000103759,0
F08-Rosenbrock,NCDE,4,18,0.000103759,0
F08-Rosenbrock,NCDE,4,19,0.192922,1
F08-Rosenbrock,NCDE,4,20,0.000103759,0
F08-Rosenbrock,NCDE,4,21,9.905,1
F08-Rosenbrock,NCDE,4,22,0.000103759,0
F08-Rosenbrock,NCDE,4,23,9.96065,1
F08-Rosenbrock,NCDE,4,24,0,0
F08-Rosenbrock,NCDE,4,25,9.92158,1
F08-Rosenbrock,NCDE,4,26,0.000103759,0
F08-Rosenbrock,NCDE,4,27,9.9151,1
F08-Rosenbrock,NCDE,4,28,0.000103759,0
F08-Rosenbrock,NCDE,4,29,0.000103759,0
F08-Rosenbrock,NCDE,4,30,9.7401,1
F08-Rosenbrock,NCDE,4,31,0.000103759,0
F08-Rosenbrock,NCDE,4,32,0,0
F08-Rosenbrock,NCDE,4,33,0.000103759,0
F08-Rosenbrock,NCDE,4,34,0.000103759,0
F08-Rosenbrock,NCDE,4,35,0.000103759,0
F08-Rosenbrock,NCDE,4,36,0.000103759,0
F08-Rosenbrock,NCDE,4,37,0.293369,0
F08-Rosenbrock,NCDE,4,38,0.000103759,0
F08-Rosenbrock,NCDE,4,39,0.000103759,0
F08-Rosenbrock,NCDE,4,40,0.000103759,0
F08-Rosenbrock,NCDE,4,41,10.0047,1
F08-Rosenbrock,NCDE,4,42,5.88936,1
F08-Rosenbrock,NCDE,4,43,0.0519535,1
F08-Rosenbrock,NCDE,4,44,0.000103759,0
F08-Rosenbrock,r3pso,4,15,6.14392e-10,0
F08-Rosenbrock,r3pso,4,16,6.14392e-10,0
F08-Rosenbrock,r3pso,4,17,6.14392e-10,0
F08-Rosenbrock,r3pso,4,18,6.14392e-10,0
F08-Rosenbrock,r3pso,4,19,0.636225,1
F08-Rosenbrock,r3pso,4,20,6.14392e-10,0
F08-Rosenbrock,r3pso,4,21,9.94761,1
F08-Rosenbrock,r3pso,4,22,6.14392e-10,0
F08-Rosenbrock,r3pso,4,23,10.4042,1
F08-Rosenbrock,r3pso,4,24,0.100198,0
F08-Rosenbrock,r3pso,4,25,10.662,1
F08-Rosenbrock,r3pso,4,26,6.14392e-10,0
F08-Rosenbrock,r3pso,4,27,10.3897,1
F08-Rosenbrock,r3pso,4,28,6.14392e-10,0
F08-Rosenbrock,r3pso,4,29,6.14392e-10,0
F08-Rosenbrock,r3pso,4,30,9.91096,1
F08-Rosenbrock,r3pso,4,31,6.14392e-10,0
F08-Rosenbrock,r3pso,4,32,0.100198,0
F08-Rosenbrock,r3pso,4,33,6.14392e-10,0
F08-Rosenbrock,r3pso,4,34,6.14392e-10,0
F08-Rosenbrock,r3pso,4,35,6.14392e-10,0
F08-Rosenbrock,r3pso,4,36,6.14392e-10,0
F08-Rosenbrock,r3pso,4,37,10.1739,1
F08-Rosenbrock,r3pso,4,38,6.14392e-10,0
F08-Rosenbrock,r3pso,4,39,6.14392e-10,0
F08-Rosenbrock,r3pso,4,40,6.14392e-10,0
F08-Rosenbrock,r3pso,4,41,10.3586,1
F08-Rosenbrock,r3pso,4,42,6.18877,1
F08-Rosenbrock,r3pso,4,43,0.405806,1
F08-Rosenbrock,r3pso,4,44,6.14392e-10,0
F08-Rosenbrock,NM-Restart,4,15,0,0
F08-Rosenbrock,NM-Restart,4,16,0,0
F08-Rosenbrock,NM-Restart,4,17,0,0
F08-Rosenbrock,NM-Restart,4,18,0,0
F08-Rosenbrock,NM-Restart,4,19,0.636175,1
F08-Rosenbrock,NM-Restart,4,20,0,0
F08-Rosenbrock,NM-Restart,4,21,1.47125,0
F08-Rosenbrock,NM-Restart,4,22,0,0
F08-Rosenbrock,NM-Restart,4,23,10.4041,1
F08-Rosenbrock,NM-Restart,4,24,2.26326,0
F08-Rosenbrock,NM-Restart,4,25,1.57115,0
F08-Rosenbrock,NM-Restart,4,26,0,0
F08-Rosenbrock,NM-Restart,4,27,10.3897,1
F08-Rosenbrock,NM-Restart,4,28,0,0
F08-Rosenbrock,NM-Restart,4,29,0,0
F08-Rosenbrock,NM-Restart,4,30,9.91094,0
F08-Rosenbrock,NM-Restart,4,31,0,0
F08-Rosenbrock,NM-Restart,4,32,2.26326,0
F08-Rosenbrock,NM-Restart,4,33,0,0
F08-Rosenbrock,NM-Restart,4,34,0,0
F08-Rosenbrock,NM-Restart,4,35,0,0
F08-Rosenbrock,NM-Restart,4,36,0,0
F08-Rosenbrock,NM-Restart,4,37,1.9809,0
F08-Rosenbrock,NM-Restart,4,38,0,0
F08-Rosenbrock,NM-Restart,4,39,0,0
F08-Rosenbrock,NM-Restart,4,40,0,0
F08-Rosenbrock,NM-Restart,4,41,1.57115,0
F08-Rosenbrock,NM-Restart,4,42,6.18874,0
F08-Rosenbrock,NM-Restart,4,43,0.405761,1
F08-Rosenbrock,NM-Restart,4,44,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,15,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,16,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,17,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,18,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,19,0.636175,1
F08-Rosenbrock,IPOP-CMA-ES,4,20,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,21,10.2789,1
F08-Rosenbrock,IPOP-CMA-ES,4,22,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,23,10.4041,1
F08-Rosenbrock,IPOP-CMA-ES,4,24,10.2041,1
F08-Rosenbrock,IPOP-CMA-ES,4,25,11.417,1
F08-Rosenbrock,IPOP-CMA-ES,4,26,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,27,10.3897,1
F08-Rosenbrock,IPOP-CMA-ES,4,28,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,29,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,30,9.91094,1
F08-Rosenbrock,IPOP-CMA-ES,4,31,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,32,10.2074,1
F08-Rosenbrock,IPOP-CMA-ES,4,33,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,34,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,35,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,36,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,37,10.9655,1
F08-Rosenbrock,IPOP-CMA-ES,4,38,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,39,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,40,0,0
F08-Rosenbrock,IPOP-CMA-ES,4,41,10.774,1
F08-Rosenbrock,IPOP-CMA-ES,4,42,6.18874,1
F08-Rosenbrock,IPOP-CMA-ES,4,43,0.405761,1
F08-Rosenbrock,IPOP-CMA-ES,4,44,0,0
F08-Rosenbrock,DE,4,15,6.99596e-07,0
F08-Rosenbrock,DE,4,16,6.99596e-07,0
F08-Rosenbrock,DE,4,17,6.99596e-07,0
F08-Rosenbrock,DE,4,18,6.99596e-07,0
F08-Rosenbrock,DE,4,19,0.634474,1
F08-Rosenbrock,DE,4,20,6.99596e-07,0
F08-Rosenbrock,DE,4,21,10.2799,1
F08-Rosenbrock,DE,4,22,6.99596e-07,0
F08-Rosenbrock,DE,4,23,10.4024,1
F08-Rosenbrock,DE,4,24,10.2051,1
F08-Rosenbrock,DE,4,25,11.4186,1
F08-Rosenbrock,DE,4,26,6.99596e-07,0
F08-Rosenbrock,DE,4,27,10.3878,1
F08-Rosenbrock,DE,4,28,6.99596e-07,0
F08-Rosenbrock,DE,4,29,6.99596e-07,0
F08-Rosenbrock,DE,4,30,9.91021,1
F08-Rosenbrock,DE,4,31,6.99596e-07,0
F08-Rosenbrock,DE,4,32,10.2092,1
F08-Rosenbrock,DE,4,33,6.99596e-07,0
F08-Rosenbrock,DE,4,34,6.99596e-07,0
F08-Rosenbrock,DE,4,35,6.99596e-07,0
F08-Rosenbrock,DE,4,36,6.99596e-07,0
F08-Rosenbrock,DE,4,37,10.9672,1
F08-Rosenbrock,DE,4,38,6.99596e-07,0
F08-Rosenbrock,DE,4,39,6.99596e-07,0
F08-Rosenbrock,DE,4,40,6.99596e-07,0
F08-Rosenbrock,DE,4,41,10.7749,1
F08-Rosenbrock,DE,4,42,6.18756,1
F08-Rosenbrock,DE,4,43,0.404226,1
F08-Rosenbrock,DE,4,44,6.99596e-07,0
F08-Rosenbrock,PSO,4,15,3.32557e-08,0
F08-Rosenbrock,PSO,4,16,3.32557e-08,0
F08-Rosenbrock,PSO,4,17,3.32557e-08,0
F08-Rosenbrock,PSO,4,18,3.32557e-08,0
F08-Rosenbrock,PSO,4,19,0.636526,1
F08-Rosenbrock,PSO,4,20,3.32557e-08,0
F08-Rosenbrock,PSO,4,21,10.2787,1
F08-Rosenbrock,PSO,4,22,3.32557e-08,0
F08-Rosenbrock,PSO,4,23,10.4045,1
F08-Rosenbrock,PSO,4,24,10.2039,1
F08-Rosenbrock,PSO,4,25,11.4167,1
F08-Rosenbrock,PSO,4,26,3.32557e-08,0
F08-Rosenbrock,PSO,4,27,10.39,1
F08-Rosenbrock,PSO,4,28,3.32557e-08,0
F08-Rosenbrock,PSO,4,29,3.32557e-08,0
F08-Rosenbrock,PSO,4,30,9.91109,1
F08-Rosenbrock,PSO,4,31,3.32557e-08,0
F08-Rosenbrock,PSO,4,32,10.207,1
F08-Rosenbrock,PSO,4,33,3.32557e-08,0
F08-Rosenbrock,PSO,4,34,3.32557e-08,0
F08-Rosenbrock,PSO,4,35,3.32557e-08,0
F08-Rosenbrock,PSO,4,36,3.32557e-08,0
F08-Rosenbrock,PSO,4,37,10.9652,1
F08-Rosenbrock,PSO,4,38,3.32557e-08,0
F08-Rosenbrock,PSO,4,39,3.32557e-08,0
F08-Rosenbrock,PSO,4,40,3.32557e-08,0
F08-Rosenbrock,PSO,4,41,10.7738,1
F08-Rosenbrock,PSO,4,42,6.18898,1
F08-Rosenbrock,PSO,4,43,0.406075,1
F08-Rosenbrock,PSO,4,44,3.32557e-08,0
F08-Rosenbrock,Crowding-DE,4,15,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,16,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,17,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,18,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,19,0.010258,1
F08-Rosenbrock,Crowding-DE,4,20,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,21,9.89579,1
F08-Rosenbrock,Crowding-DE,4,22,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,23,9.7779,1
F08-Rosenbrock,Crowding-DE,4,24,0.206354,0
F08-Rosenbrock,Crowding-DE,4,25,9.9725,1
F08-Rosenbrock,Crowding-DE,4,26,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,27,0,0
F08-Rosenbrock,Crowding-DE,4,28,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,29,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,30,9.72351,1
F08-Rosenbrock,Crowding-DE,4,31,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,32,0.206354,0
F08-Rosenbrock,Crowding-DE,4,33,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,34,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,35,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,36,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,37,0.241598,0
F08-Rosenbrock,Crowding-DE,4,38,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,39,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,40,0.0157034,0
F08-Rosenbrock,Crowding-DE,4,41,10.0254,1
F08-Rosenbrock,Crowding-DE,4,42,5.7881,1
F08-Rosenbrock,Crowding-DE,4,43,0,1
F08-Rosenbrock,Crowding-DE,4,44,0.0157034,0
F08-Rosenbrock,MAP-Elites,4,15,0.107118,0
F08-Rosenbrock,MAP-Elites,4,16,0.107118,0
F08-Rosenbrock,MAP-Elites,4,17,0.107118,0
F08-Rosenbrock,MAP-Elites,4,18,0.107118,0
F08-Rosenbrock,MAP-Elites,4,19,0.144247,1
F08-Rosenbrock,MAP-Elites,4,20,0.107118,0
F08-Rosenbrock,MAP-Elites,4,21,0,0
F08-Rosenbrock,MAP-Elites,4,22,0.107118,0
F08-Rosenbrock,MAP-Elites,4,23,9.91195,1
F08-Rosenbrock,MAP-Elites,4,24,0.24356,0
F08-Rosenbrock,MAP-Elites,4,25,0.0998999,0
F08-Rosenbrock,MAP-Elites,4,26,0.107118,0
F08-Rosenbrock,MAP-Elites,4,27,9.86286,1
F08-Rosenbrock,MAP-Elites,4,28,0.107118,0
F08-Rosenbrock,MAP-Elites,4,29,0.107118,0
F08-Rosenbrock,MAP-Elites,4,30,9.72536,1
F08-Rosenbrock,MAP-Elites,4,31,0.107118,0
F08-Rosenbrock,MAP-Elites,4,32,0.195262,0
F08-Rosenbrock,MAP-Elites,4,33,0.107118,0
F08-Rosenbrock,MAP-Elites,4,34,0.107118,0
F08-Rosenbrock,MAP-Elites,4,35,0.107118,0
F08-Rosenbrock,MAP-Elites,4,36,0.107118,0
F08-Rosenbrock,MAP-Elites,4,37,0,0
F08-Rosenbrock,MAP-Elites,4,38,0.107118,0
F08-Rosenbrock,MAP-Elites,4,39,0.107118,0
F08-Rosenbrock,MAP-Elites,4,40,0.107118,0
F08-Rosenbrock,MAP-Elites,4,41,0.0998999,0
F08-Rosenbrock,MAP-Elites,4,42,5.85842,1
F08-Rosenbrock,MAP-Elites,4,43,0.0167272,1
F08-Rosenbrock,MAP-Elites,4,44,0.253797,0
F08-Rosenbrock,MC-ESO-crowd,4,15,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,16,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,17,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,18,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,19,0.175869,1
F08-Rosenbrock,MC-ESO-crowd,4,20,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,21,0.0818121,0
F08-Rosenbrock,MC-ESO-crowd,4,22,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,23,9.94349,1
F08-Rosenbrock,MC-ESO-crowd,4,24,0.191222,0
F08-Rosenbrock,MC-ESO-crowd,4,25,0.181712,0
F08-Rosenbrock,MC-ESO-crowd,4,26,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,27,0.103091,0
F08-Rosenbrock,MC-ESO-crowd,4,28,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,29,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,30,9.88562,1
F08-Rosenbrock,MC-ESO-crowd,4,31,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,32,0.191222,0
F08-Rosenbrock,MC-ESO-crowd,4,33,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,34,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,35,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,36,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,37,0.19453,0
F08-Rosenbrock,MC-ESO-crowd,4,38,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,39,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,40,0.0024923,0
F08-Rosenbrock,MC-ESO-crowd,4,41,0.181712,0
F08-Rosenbrock,MC-ESO-crowd,4,42,5.95566,1
F08-Rosenbrock,MC-ESO-crowd,4,43,0.11862,1
F08-Rosenbrock,MC-ESO-crowd,4,44,0.0024923,0
F08-Rosenbrock,quality,4,15,2.01226e-11,0
F08-Rosenbrock,quality,4,16,2.01226e-11,0
F08-Rosenbrock,quality,4,17,2.01226e-11,0
F08-Rosenbrock,quality,4,18,2.01226e-11,0
F08-Rosenbrock,quality,4,19,0.636166,1
F08-Rosenbrock,quality,4,20,2.01226e-11,0
F08-Rosenbrock,quality,4,21,10.2789,1
F08-Rosenbrock,quality,4,22,2.01226e-11,0
F08-Rosenbrock,quality,4,23,10.4041,1
F08-Rosenbrock,quality,4,24,10.2041,1
F08-Rosenbrock,quality,4,25,11.417,1
F08-Rosenbrock,quality,4,26,2.01226e-11,0
F08-Rosenbrock,quality,4,27,10.3896,1
F08-Rosenbrock,quality,4,28,2.01226e-11,0
F08-Rosenbrock,quality,4,29,2.01226e-11,0
F08-Rosenbrock,quality,4,30,9.91093,1
F08-Rosenbrock,quality,4,31,2.01226e-11,0
F08-Rosenbrock,quality,4,32,10.2074,1
F08-Rosenbrock,quality,4,33,2.01226e-11,0
F08-Rosenbrock,quality,4,34,2.01226e-11,0
F08-Rosenbrock,quality,4,35,2.01226e-11,0
F08-Rosenbrock,quality,4,36,2.01226e-11,0
F08-Rosenbrock,quality,4,37,10.9655,1
F08-Rosenbrock,quality,4,38,2.01226e-11,0
F08-Rosenbrock,quality,4,39,2.01226e-11,0
F08-Rosenbrock,quality,4,40,2.01226e-11,0
F08-Rosenbrock,quality,4,41,10.774,1
F08-Rosenbrock,quality,4,42,6.18873,1
F08-Rosenbrock,quality,4,43,0.405752,1
F08-Rosenbrock,quality,4,44,2.01226e-11,0
F08-Rosenbrock,complement,4,15,2.01226e-11,0
F08-Rosenbrock,complement,4,16,2.01226e-11,0
F08-Rosenbrock,complement,4,17,2.01226e-11,0
F08-Rosenbrock,complement,4,18,2.01226e-11,0
F08-Rosenbrock,complement,4,19,0.636166,1
F08-Rosenbrock,complement,4,20,2.01226e-11,0
F08-Rosenbrock,complement,4,21,10.2789,1
F08-Rosenbrock,complement,4,22,2.01226e-11,0
F08-Rosenbrock,complement,4,23,10.4041,1
F08-Rosenbrock,complement,4,24,10.2041,1
F08-Rosenbrock,complement,4,25,11.417,1
F08-Rosenbrock,complement,4,26,2.01226e-11,0
F08-Rosenbrock,complement,4,27,10.3896,1
F08-Rosenbrock,complement,4,28,2.01226e-11,0
F08-Rosenbrock,complement,4,29,2.01226e-11,0
F08-Rosenbrock,complement,4,30,9.91093,1
F08-Rosenbrock,complement,4,31,2.01226e-11,0
F08-Rosenbrock,complement,4,32,10.2074,1
F08-Rosenbrock,complement,4,33,2.01226e-11,0
F08-Rosenbrock,complement,4,34,2.01226e-11,0
F08-Rosenbrock,complement,4,35,2.01226e-11,0
F08-Rosenbrock,complement,4,36,2.01226e-11,0
F08-Rosenbrock,complement,4,37,10.9655,1
F08-Rosenbrock,complement,4,38,2.01226e-11,0
F08-Rosenbrock,complement,4,39,2.01226e-11,0
F08-Rosenbrock,complement,4,40,2.01226e-11,0
F08-Rosenbrock,complement,4,41,10.774,1
F08-Rosenbrock,complement,4,42,6.18873,1
F08-Rosenbrock,complement,4,43,0.405752,1
F08-Rosenbrock,complement,4,44,2.01226e-11,0
F08-Rosenbrock,spread@0.1,4,15,2.01226e-11,0
F08-Rosenbrock,spread@0.1,4,16,2.01226e-11,0
F08-Rosenbrock,spread@0.1,4,17,2.01226e-11,0
F08-Rosenbrock,spread@0.1,4,18,2.01226e-11,0
F08-Rosenbrock,spread@0.1,4,19,0.636166,1
